rank,scope,template,side,hold,leverage,tp,sl,trades,trades_per_day,total_profit,daily,min_slice_daily,min_slice_trades_per_day,positive_slices,winrate,pf,max_dd,p2024,d2024,tpd2024,p2025,d2025,tpd2025,p2026,d2026,tpd2026,robust_score,params
1,TRX,wick_reversal,short,24,4.0,0.0,0.0,27,0.03430749682337993,0.5097699329185994,0.0005235897278312862,0.0,0.015306122448979591,2,0.5925925925925926,2.0509762542413847,0.13529046401822575,0.3908769830929131,0.001227274684043822,0.08550185873605948,0.06732545670390344,0.00033248355710036037,0.015306122448979591,0.0,0.0,0.0,0.10836379907947155,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
2,TRX,wick_reversal,short,12,4.0,0.0,0.0,27,0.03430749682337993,0.41969172539993305,0.0004453847366236996,0.0,0.015306122448979591,2,0.5925925925925926,2.010039529551742,0.17978106352862733,0.24157194356905776,0.0008047037982621408,0.08550185873605948,0.10186054431381097,0.000495021232148396,0.015306122448979591,0.0,0.0,0.0,0.03085315215334533,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
3,TRX,vwap_reclaim,short,12,4.0,0.0,0.0,23,0.02598870056497175,0.5481647320039218,0.000493986587624784,-2.994703421221878e-05,0.023333333333333334,1,0.4782608695652174,3.7094359672618826,0.07026765621684805,0.5311676835853583,0.0012649852839026199,0.04154302670623145,-0.008944007054899838,-2.994703421221878e-05,0.023333333333333334,0.0,0.0,0.0,-0.032556365463062925,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
4,TRX,squeeze_breakout,short,24,4.0,0.0,0.0,99,0.11288483466362599,2.6087420793067517,0.0014644227117144304,0.0,0.12457912457912458,2,0.48484848484848486,1.8442043297569817,0.5367115445155963,1.6114606303628936,0.0034588807356064066,0.20503597122302158,0.34578040179487024,0.0010004127701725984,0.12457912457912458,0.0,0.0,0.0,-0.0905551052418069,"atr_ceiling=0.018,atr_floor=0.0025,roc=0.0015,rsi_max=74,rsi_min=46,slope_tolerance=0.002,squeeze_mult=0.8,volume_z=0.6"
5,TRX,vwap_reclaim,short,12,4.0,0.0,0.0,137,0.12791783380018673,0.5160010190740112,0.0003885684324835825,-0.0002834821812910393,0.08181818181818182,2,0.40875912408759124,1.4800913119022983,0.1628622111240582,0.659354770819758,0.0014116607335368236,0.1392757660167131,-0.09318354803900519,-0.0002834821812910393,0.17101449275362318,0.010987165600514048,9.934352697404947e-05,0.08181818181818182,-0.1018463631564307,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
6,TRX,vwap_reclaim,short,6,4.0,0.0,0.0,23,0.02598870056497175,0.03480087150645739,3.865499965849395e-05,-0.0001427603104088293,0.023333333333333334,1,0.43478260869565216,1.2065523951088595,0.10230089205598014,0.06433586260996149,0.00018503492532784271,0.04154302670623145,-0.04192685340785218,-0.0001427603104088293,0.023333333333333334,0.0,0.0,0.0,-0.2621423844527381,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
7,TRX,vwap_reclaim,short,24,4.0,0.0,0.0,23,0.02598870056497175,0.1814852857625191,0.0001884611053832863,-0.00018882316183244097,0.023333333333333334,1,0.391304347826087,1.516823257051335,0.16602415570008966,0.19760227833980437,0.0005352216861018722,0.04154302670623145,-0.05507743566738854,-0.00018882316183244097,0.023333333333333334,0.0,0.0,0.0,-0.324981259386132,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
8,XTZ,wick_reversal,long,12,4.0,0.0,0.0,269,0.2481549815498155,1.9821656701126296,0.0010084876760749761,-0.0005140757323595091,0.10218978102189781,2,0.5390334572490706,1.3323980065501582,0.40273446020536585,1.8082918762171944,0.002840775799229922,0.36538461538461536,-0.16212597890185532,-0.0005140757323595091,0.23546511627906977,0.06874547760382499,0.0004854134668161869,0.10218978102189781,-0.3470019278104317,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
9,BTC,wick_reversal,short,24,4.0,0.0,0.0,88,0.08568646543330087,-0.0743419270960406,-7.52166104752705e-05,-0.00010692297715719778,0.06333333333333334,2,0.5,1.0538850865163767,0.426935522146328,0.026496460116102405,7.408633907934892e-05,0.09915014164305949,-0.031569547437176215,-0.00010692297715719778,0.06333333333333334,0.23263073934120038,0.0033790946642078268,0.27419354838709675,-0.4652905675785753,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
10,TRX,vwap_reclaim,long,3,4.0,0.0,0.0,37,0.03464419475655431,-0.060063098075852084,-5.7996943190641304e-05,-0.0006551041164516436,0.05014749262536873,1,0.32432432432432434,0.781669956423605,0.14911767738029658,-0.025425528649288043,-7.596862719372321e-05,0.05014749262536873,-0.12341278597366012,-0.0006551041164516436,0.06965174129353234,0.007545412856411193,0.007545412856411193,1.0,-0.5756207482839937,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
11,XTZ,wick_reversal,long,6,4.0,0.0,0.0,269,0.2481549815498155,0.08717720614847324,7.711055403558653e-05,-0.0008328884332462483,0.10218978102189781,2,0.5353159851301115,1.0864114306701633,0.313399259241931,0.4590467156638456,0.0010384049452671906,0.36538461538461536,0.19579133343798216,0.0005199263065287507,0.23546511627906977,-0.10787878146964269,-0.0008328884332462483,0.10218978102189781,-0.5756304147654552,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
12,OP,wick_reversal,short,24,4.0,0.0,0.0,550,0.5045871559633027,4.565609911782123,0.001576109175357443,-0.0005376454429999455,0.323943661971831,2,0.5290909090909091,1.2471778204592685,0.7731508025941174,-0.17778681591342183,-0.0005376454429999455,0.5082417582417582,1.5738600265012375,0.002615034047721343,0.5939226519337016,0.8992539951107432,0.004527550743955278,0.323943661971831,-0.5882926349366769,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
13,TRX,vwap_reclaim,short,3,4.0,0.0,0.0,23,0.02598870056497175,-0.10784937937534789,-0.00012894118179984648,-0.00023739029931979516,0.023333333333333334,0,0.391304347826087,0.5148905031970363,0.13416210656434147,-0.04273139315203345,-0.00012957988569772816,0.04154302670623145,-0.06874817006283929,-0.00023739029931979516,0.023333333333333334,0.0,0.0,0.0,-0.6003964852302144,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
14,TRX,vwap_reclaim,short,24,4.0,0.0,0.0,137,0.12791783380018673,0.011956905795635908,1.1098088429806197e-05,-0.00044259256590195584,0.08181818181818182,1,0.41605839416058393,1.0710763249403015,0.2946213144522447,0.32595465834960513,0.0007861938379942757,0.1392757660167131,-0.10276374221492512,-0.0003142580453698862,0.17101449275362318,-0.04752932444974778,-0.00044259256590195584,0.08181818181818182,-0.6357438033259991,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
15,TRX,vwap_reclaim,short,6,4.0,0.0,0.0,137,0.12791783380018673,-0.1825770366173447,-0.00018821628606802143,-0.00039347518841625906,0.08181818181818182,1,0.36496350364963503,0.8029252730602869,0.2634525971512012,-0.020451425188107497,-5.755670396945245e-05,0.1392757660167131,-0.12696152673078087,-0.00039347518841625906,0.17101449275362318,0.019424624626684706,0.00017490960974164693,0.08181818181818182,-0.6506372355995418,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
16,TRX,wick_reversal,short,3,4.0,0.0,0.0,27,0.03430749682337993,-0.07260037829086718,-9.576506471575819e-05,-0.00023699011926880953,0.015306122448979591,0,0.4444444444444444,0.8109020655898518,0.21745784451365346,-0.06176787950688534,-0.00023699011926880953,0.08550185873605948,-0.032649090680270665,-0.00016934262342405138,0.015306122448979591,0.0,0.0,0.0,-0.6932303330692324,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
17,TRX,squeeze_breakout,short,12,4.0,0.0,0.0,99,0.11288483466362599,0.5507520114296423,0.0005003987973388746,-0.00041313590416314216,0.12457912457912458,1,0.40404040404040403,1.400733834262365,0.4699441033419852,0.946762232945932,0.0023991597169581436,0.20503597122302158,-0.11549464991453884,-0.00041313590416314216,0.12457912457912458,0.0,0.0,0.0,-0.70082294774313,"atr_ceiling=0.018,atr_floor=0.0025,roc=0.0015,rsi_max=74,rsi_min=46,slope_tolerance=0.002,squeeze_mult=0.8,volume_z=0.6"
18,TRX,squeeze_breakout,short,6,4.0,0.0,0.0,99,0.11288483466362599,0.2285240641762185,0.00023470655985291522,-0.0006120883478160088,0.12457912457912458,1,0.46464646464646464,1.269625239476281,0.3390019605636009,0.5646491408245962,0.0016115907717164646,0.20503597122302158,-0.1662701899337371,-0.0006120883478160088,0.12457912457912458,0.0,0.0,0.0,-0.7161660764937291,"atr_ceiling=0.018,atr_floor=0.0025,roc=0.0015,rsi_max=74,rsi_min=46,slope_tolerance=0.002,squeeze_mult=0.8,volume_z=0.6"
19,TRX,vwap_reclaim,long,6,4.0,0.0,0.0,37,0.03464419475655431,-0.1963268939587991,-0.00020462576260960041,-0.0006415950167283357,0.05014749262536873,1,0.5135135135135135,0.5267351897394209,0.2674722709200644,-0.1374717913823531,-0.00043615094985982594,0.05014749262536873,-0.12102778036292894,-0.0006415950167283357,0.06965174129353234,0.016824903563433136,0.016824903563433136,1.0,-0.7688951372612716,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
20,TRX,wick_reversal,short,6,4.0,0.0,0.0,27,0.03430749682337993,-0.09566287032223642,-0.00012775938197839842,-0.0006707525218405674,0.015306122448979591,1,0.3333333333333333,0.7984488292125499,0.2639280386810928,-0.16514144876640757,-0.0006707525218405674,0.08550185873605948,0.053140952153296395,0.00026420368079493883,0.015306122448979591,0.0,0.0,0.0,-0.7836237695565932,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
21,OP,wick_reversal,short,24,4.0,0.0,0.0,853,0.7825688073394496,13.607132124807459,0.002463129366953476,-0.0014611849970088686,0.4827586206896552,2,0.5287221570926143,1.2612541141421763,0.8747771633788248,-0.41272395113803095,-0.0014611849970088686,0.8159340659340659,5.416849472528588,0.005120005685224971,0.8489010989010989,0.8877622774177982,0.0043916298759516526,0.4827586206896552,-0.8923883492879996,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
22,ETC,wick_reversal,short,24,4.0,0.0,0.0,259,0.24433962264150944,0.46855647822792723,0.0003625939578357773,-0.0005044918827404876,0.22662889518413598,1,0.5444015444015444,1.1684215418443225,0.6126591898931,0.7041295769549836,0.0015112100441718734,0.32294617563739375,-0.16316684986994767,-0.0005044918827404876,0.22662889518413598,-0.042428244463127096,-0.00034957291923065625,0.23387096774193547,-0.9439880017203286,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
23,TRX,squeeze_breakout,long,3,4.0,0.0,0.0,85,0.09497206703910614,-0.11506461173668792,-0.00013657239856146308,-0.0009318186337116119,0.0935483870967742,1,0.47058823529411764,0.8464872529827092,0.28601114285986107,-0.2730012653287168,-0.0009318186337116119,0.13742690058479531,0.11342242474698594,0.00034663599130024814,0.0935483870967742,0.0,0.0,0.0,-0.9494932142824246,"atr_ceiling=0.018,atr_floor=0.0025,roc=0.0015,rsi_max=74,rsi_min=46,slope_tolerance=0.002,squeeze_mult=0.8,volume_z=0.6"
24,TRX,vwap_reclaim,short,3,4.0,0.0,0.0,137,0.12791783380018673,-0.3676522963277652,-0.0004278411035525398,-0.0005433663241121156,0.08181818181818182,1,0.32116788321167883,0.4805277059529315,0.3831531254287659,-0.12510585246221118,-0.000372221444294607,0.1392757660167131,-0.1709811039975755,-0.0005433663241121156,0.17101449275362318,0.01748712036745137,0.00015761223894927845,0.08181818181818182,-0.9499313789160877,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
25,BTC,vwap_reclaim,short,12,4.0,0.0,0.0,136,0.1400617919670443,-0.1293737241585552,-0.00014267001632783938,-0.000848619465600331,0.14245014245014245,1,0.41911764705882354,0.964861736483121,0.3410906467022329,-0.2576926410372008,-0.000848619465600331,0.14245014245014245,0.33452052790822817,0.000829573998899491,0.15229885057471265,-0.07008920886905279,-0.0005010235557656451,0.1724137931034483,-0.9623556605028304,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
26,XTZ,wick_reversal,long,12,4.0,0.0,0.0,351,0.3220183486238532,0.5387155757096724,0.0003954433291915027,-0.0009448188418738068,0.16083916083916083,1,0.5071225071225072,1.1446353592544718,0.4457268275499553,1.3446143008986535,0.0023437337742118203,0.4807692307692308,-0.27759641899733933,-0.0009448188418738068,0.25872093023255816,-0.09414972013858092,-0.0006912381918017241,0.16083916083916083,-0.9808828761636003,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
27,LTC,wick_reversal,long,12,4.0,0.0,0.0,395,0.36847014925373134,0.10567780675266403,9.371572191430033e-05,-0.000939428094637873,0.224,2,0.5721518987341773,1.111131662553007,0.587301101048263,-0.28437113373931566,-0.000939428094637873,0.4241573033707865,0.2436671485356574,0.0006286251476397275,0.4783861671469741,0.02873069346307866,0.00022663132377487294,0.224,-1.021994272935708,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
28,BNB,wick_reversal,long,3,4.0,0.0,0.0,159,0.15742574257425743,-0.2459569590616124,-0.00027947166242903165,-0.0006508230968326201,0.14803625377643503,0,0.5094339622641509,0.8470003585667796,0.35906931150922416,-0.20168985251655036,-0.0006508230968326201,0.2514450867052023,-0.04282200913023815,-0.0001322145714305334,0.14803625377643503,-0.01598678013089594,-0.00040281752707116425,0.175,-1.1133093489017938,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
29,BTC,wick_reversal,short,3,4.0,0.0,0.0,88,0.08568646543330087,-0.32523917801877955,-0.0003829811607406475,-0.000885328335593627,0.06333333333333334,1,0.4318181818181818,0.6196552136419847,0.4171303771201431,-0.2685009271420016,-0.000885328335593627,0.09915014164305949,0.1754609913204983,0.0005390132277580673,0.06333333333333334,-0.020403488557385163,-0.00033243690989870345,0.27419354838709675,-1.1734395362154009,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
30,TRX,squeeze_breakout,short,3,4.0,0.0,0.0,99,0.11288483466362599,-0.28214916798651624,-0.0003779143037203614,-0.0008550845646575489,0.12457912457912458,0,0.3939393939393939,0.7134171681225728,0.3860619304217978,-0.0048397500564953955,-1.745128503372051e-05,0.20503597122302158,-0.22436152983884539,-0.0008550845646575489,0.12457912457912458,0.0,0.0,0.0,-1.2717628896182676,"atr_ceiling=0.018,atr_floor=0.0025,roc=0.0015,rsi_max=74,rsi_min=46,slope_tolerance=0.002,squeeze_mult=0.8,volume_z=0.6"
31,BNB,wick_reversal,long,12,4.0,0.0,0.0,159,0.15742574257425743,-0.3558504316412846,-0.0004353748313548067,-0.0009641827587697493,0.14803625377643503,1,0.5471698113207547,0.936246845008579,0.4917255653399354,-0.033623513469578925,-9.884419866090788e-05,0.2514450867052023,-0.27334135355526956,-0.0009641827587697493,0.14803625377643503,0.03312053430241724,0.000814928550719074,0.175,-1.2821655074619343,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
32,BTC,wick_reversal,short,12,4.0,0.0,0.0,88,0.08568646543330087,-0.5131778187706404,-0.0007006856159335051,-0.0006818855601428142,0.06333333333333334,1,0.42045454545454547,0.6031372619981749,0.5213771661619626,-0.2139915271421644,-0.0006818855601428142,0.09915014164305949,-0.08482507313022014,-0.00029542320420805623,0.06333333333333334,0.011162847386607222,0.00017906445952275973,0.27419354838709675,-1.2840347608094886,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
33,BTC,vwap_reclaim,short,3,4.0,0.0,0.0,136,0.1400617919670443,-0.3768968483778925,-0.0004870525166619233,-0.0007259520135745046,0.14245014245014245,0,0.4485294117647059,0.5895895134155561,0.4274214512632243,-0.18514882025265333,-0.0005831626123596889,0.14245014245014245,-0.22331704113279094,-0.0007259520135745046,0.15229885057471265,-0.05410867405598474,-0.0003835649992113277,0.1724137931034483,-1.3001918436304492,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
34,ETH,wick_reversal,long,12,4.0,0.0,0.0,307,0.2839962997224792,0.2922029318394179,0.00023716823188513203,-0.0015750756758681206,0.2230769230769231,1,0.5374592833876222,1.1488138922356346,0.5599163040434245,0.7320943486753451,0.0015662717130997539,0.36182336182336183,-0.0581510040330766,-0.00017214127042985972,0.3936781609195402,-0.18528853859322847,-0.0015750756758681206,0.2230769230769231,-1.3136162009518053,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
35,XTZ,wick_reversal,long,6,4.0,0.0,0.0,351,0.3220183486238532,-0.46989859982856075,-0.0005821121304934174,-0.0020533468283381318,0.16083916083916083,2,0.4928774928774929,0.9214143524371965,0.3887404558041454,0.13316964696212108,0.0003435169647407754,0.4807692307692308,0.10977926226876988,0.0003028398372144636,0.25872093023255816,-0.25467168800227047,-0.0020533468283381318,0.16083916083916083,-1.367534440173478,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
36,BNB,wick_reversal,long,6,4.0,0.0,0.0,159,0.15742574257425743,-0.14825739453916642,-0.0001588694621407205,-0.0015323419037265307,0.14803625377643503,2,0.5534591194968553,0.9969933333337188,0.5536934280191192,-0.4117462817617409,-0.0015323419037265307,0.2514450867052023,0.08170246267992276,0.00023729749901835184,0.14803625377643503,0.06931299096027277,0.0016768137260168015,0.175,-1.3767043279496174,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
37,XRP,vwap_reclaim,short,6,4.0,0.0,0.0,259,0.2404828226555246,-0.47448887221364133,-0.0005972068500510463,-0.000573537190228457,0.22318840579710145,0,0.444015444015444,0.851333237555483,0.5541914225158178,-0.07341639463235883,-0.0002209929672483124,0.22318840579710145,-0.18238957238730913,-0.000573537190228457,0.33618233618233617,-0.006916508049211845,-5.141007073217185e-05,0.25925925925925924,-1.3782606223242422,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
38,TRX,wick_reversal,short,12,4.0,0.0,0.0,115,0.12806236080178174,-0.400384558456396,-0.0005693999238538527,-0.000876694812871337,0.14080459770114942,0,0.40869565217391307,0.747046039312473,0.4382587899368524,-0.1505342033824626,-0.00046870507068041967,0.14080459770114942,-0.24405624801977732,-0.000876694812871337,0.15673981191222572,0.0,0.0,0.0,-1.405299615339252,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
39,TRX,vwap_reclaim,long,3,4.0,0.0,0.0,136,0.125,-0.3807244623097835,-0.00044034876410814494,-0.000982743353718507,0.061068702290076333,0,0.3014705882352941,0.4471555843469276,0.4057039527421864,-0.15221706442524807,-0.0004611524302495784,0.1424581005586592,-0.27708582138732396,-0.000982743353718507,0.16363636363636364,-0.019072929226060298,-0.0001469904469827421,0.061068702290076333,-1.41607194031691,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
40,TRX,vwap_reclaim,long,6,4.0,0.0,0.0,136,0.125,-0.447060043411863,-0.0005444343346017178,-0.0008798759885075835,0.061068702290076333,0,0.375,0.46883433627197824,0.45801814863456625,-0.2703091033527588,-0.0008798759885075835,0.1424581005586592,-0.20921776606628217,-0.0007110581506126756,0.16363636363636364,-0.015580684436102499,-0.00011986563230370617,0.061068702290076333,-1.4691715267221854,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
41,BTC,squeeze_breakout,short,12,4.0,0.0,0.0,221,0.20888468809073724,-0.3695274572395546,-0.0004359027672276028,-0.0016565173261323674,0.21700879765395895,1,0.43891402714932126,0.9013410807351855,0.4645184137853413,-0.2800321733056319,-0.000914758938000193,0.2924791086350975,0.08969341962391164,0.00025192730101708527,0.21700879765395895,-0.15136932231894373,-0.0016565173261323674,0.32323232323232326,-1.4769815926114718,"atr_ceiling=0.018,atr_floor=0.0025,roc=0.0015,rsi_max=74,rsi_min=46,slope_tolerance=0.002,squeeze_mult=0.8,volume_z=0.6"
42,XRP,vwap_reclaim,short,12,4.0,0.0,0.0,259,0.2404828226555246,-0.3577489069241858,-0.00041103522428664885,-0.001868633816307641,0.22318840579710145,2,0.4362934362934363,0.9549833827910379,0.6054909466209373,0.009273713299323916,2.6756811396522195e-05,0.22318840579710145,0.01187857176702889,3.364323057497565e-05,0.33618233618233617,-0.223144995339133,-0.001868633816307641,0.25925925925925924,-1.482982782548802,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
43,BTC,vwap_reclaim,short,24,4.0,0.0,0.0,136,0.1400617919670443,-0.3523530438968633,-0.0004472836174512773,-0.0019255566265088397,0.14245014245014245,1,0.47058823529411764,0.8790092985696788,0.3908118468259437,-0.25473314944045333,-0.0008372929669533402,0.14245014245014245,0.382726079619611,0.0009316318910448373,0.15229885057471265,-0.24381926931671616,-0.0019255566265088397,0.1724137931034483,-1.4955726773612088,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
44,TRX,vwap_reclaim,long,24,4.0,0.0,0.0,37,0.03464419475655431,-0.3960888512141275,-0.0004721059353843815,-0.001237958546309481,0.05014749262536873,1,0.5135135135135135,0.5010848516271948,0.5439942300361298,-0.34290582350122223,-0.001237958546309481,0.05014749262536873,-0.1305079985132086,-0.0006955099819715427,0.06965174129353234,0.016824903563433136,0.016824903563433136,1.0,-1.5376650260597693,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
45,TRX,wick_reversal,long,3,4.0,0.0,0.0,168,0.15426997245179064,-0.47490558008771966,-0.0005913560122180472,-0.000889679661679077,0.07692307692307693,0,0.4226190476190476,0.6016526357426492,0.5046939950280992,-0.271572323459631,-0.000889679661679077,0.22752808988764045,-0.21918112829720604,-0.0007728639194410913,0.203125,-0.006157151827643204,-9.501372060249924e-05,0.07692307692307693,-1.5390167391495513,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
46,ETC,wick_reversal,short,3,4.0,0.0,0.0,259,0.24433962264150944,-0.3558170800902769,-0.0004147937191774087,-0.0010282948201428832,0.22662889518413598,0,0.4980694980694981,0.86231036796775,0.5409321652339512,-0.02916162851344395,-8.383580647675082e-05,0.32294617563739375,-0.30453516450033324,-0.0010282948201428832,0.22662889518413598,-0.08932360730465694,-0.0007542933364953486,0.23387096774193547,-1.5524562324346978,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
47,BNB,wick_reversal,short,3,4.0,0.0,0.0,113,0.11100196463654224,-0.49415395511643045,-0.0006692483650490022,-0.0009492683353388154,0.1390728476821192,0,0.45132743362831856,0.5246053778563813,0.500165030476694,-0.2889049578011371,-0.0009492683353388154,0.14206128133704735,-0.16480647922075253,-0.0005961527586713089,0.1390728476821192,-0.012519743722511967,-0.00026802314026797003,0.1702127659574468,-1.566780127444011,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
48,AAVE,wick_reversal,long,6,4.0,0.0,0.0,609,0.5618081180811808,-0.4178554428579647,-0.0004989866106215324,-0.001594681650423535,0.4225352112676056,2,0.4909688013136289,0.9915976297284551,0.6908243976217476,-0.4379360118213401,-0.001594681650423535,0.6426592797783933,0.13451363566934393,0.0003496568061822636,0.6149584487534626,0.22470943910867636,0.0014285096541784004,0.4225352112676056,-1.5806761041226778,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
