rank,scope,template,side,hold,leverage,tp,sl,trades,trades_per_day,total_profit,daily,min_slice_daily,min_slice_trades_per_day,positive_slices,winrate,pf,max_dd,p2024,d2024,tpd2024,p2025,d2025,tpd2025,p2026,d2026,tpd2026,robust_score,params
49,BNB,wick_reversal,long,24,4.0,0.0,0.0,159,0.15742574257425743,-0.4367907029275807,-0.0005682582490869059,-0.0006832532500613553,0.14803625377643503,0,0.5471698113207547,0.9736065685131244,0.6606046257392013,-0.19958517921719476,-0.0006432183634403899,0.2514450867052023,-0.2024686399695742,-0.0006832532500613553,0.14803625377643503,-0.015896055844278334,-0.0004005136031097756,0.175,-1.5832698029602805,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
50,TRX,vwap_reclaim,long,12,4.0,0.0,0.0,37,0.03464419475655431,-0.4560359277965068,-0.0005699424630507544,-0.0013408298142046915,0.05014749262536873,1,0.5135135135135135,0.3236806047981527,0.536790556472482,-0.3502462238541888,-0.0012710552226464777,0.05014749262536873,-0.2363820159141352,-0.0013408298142046915,0.06965174129353234,0.028370316419843444,0.028370316419843444,1.0,-1.597859578523498,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
51,BCH,wick_reversal,long,12,4.0,0.0,0.0,419,0.38976744186046514,0.11513862362652816,0.0001013806952396834,-0.0018097327876491764,0.16058394160583941,1,0.5250596658711217,1.0952852850505213,0.6652700488598023,-0.006350032792297178,-1.79442897308979e-05,0.5887323943661972,0.16341595797032493,0.0004288751391472445,0.32011331444759206,-0.21976335129783964,-0.0018097327876491764,0.16058394160583941,-1.6105000571149901,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
52,BNB,vwap_reclaim,short,24,4.0,0.0,0.0,168,0.16766467065868262,-0.19734927204924113,-0.00021937275924954758,-0.0016511514797628024,0.18840579710144928,1,0.4583333333333333,1.0213305117030664,0.5915693536447052,0.2943410742006398,0.000716928377735071,0.20833333333333334,-0.3389548308615171,-0.0011990866274232959,0.18840579710144928,-0.05619722990145781,-0.0016511514797628024,0.3142857142857143,-1.6221642383749626,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
53,BTC,wick_reversal,short,6,4.0,0.0,0.0,88,0.08568646543330087,-0.5427554612131213,-0.0007616736890390108,-0.0012756749894848873,0.06333333333333334,1,0.36363636363636365,0.47289557899317003,0.5365801054185226,-0.3627547836628978,-0.0012756749894848873,0.09915014164305949,-0.10678175026030146,-0.00037634358951932345,0.06333333333333334,0.031460139508695084,0.000499728202440819,0.27419354838709675,-1.6305754066513531,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
54,TRX,wick_reversal,short,6,4.0,0.0,0.0,115,0.12806236080178174,-0.4831300513610852,-0.0007346564955797996,-0.0010224123992031986,0.14080459770114942,0,0.34782608695652173,0.5428211278347738,0.5188009303530889,-0.29951443905191766,-0.0010224123992031986,0.14080459770114942,-0.2740045926374497,-0.001003294451393577,0.15673981191222572,0.0,0.0,0.0,-1.6407552861931742,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
55,BNB,vwap_reclaim,short,24,4.0,0.0,0.0,315,0.293569431500466,-0.1212918683049653,-0.00012049831478799788,-0.001816853811557495,0.18796992481203006,1,0.47619047619047616,1.0466923979658505,0.6223952966436219,0.5677831272027296,0.0012361001577350095,0.3516483516483517,-0.26523413027516973,-0.0008929442040891411,0.3333333333333333,-0.21483495655739382,-0.001816853811557495,0.18796992481203006,-1.643010190628008,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
56,TRX,wick_reversal,short,3,4.0,0.0,0.0,115,0.12806236080178174,-0.45301921528534994,-0.00067164695624089,-0.0012190586113026702,0.14080459770114942,0,0.3565217391304348,0.47001590521673864,0.47032994423925856,-0.17890648091049322,-0.0005662714102624422,0.14080459770114942,-0.32234496834332127,-0.0012190586113026702,0.15673981191222572,0.0,0.0,0.0,-1.6481563629312137,"atr_ceiling=0.02,atr_floor=0.002,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
57,ETC,vwap_reclaim,short,24,4.0,0.0,0.0,334,0.30840258541089566,-0.2796172804516862,-0.00030279131775345913,-0.0019145835393341581,0.2727272727272727,2,0.5089820359281437,1.0518350601984654,0.6352838509919774,-0.4993395487431227,-0.0019145835393341581,0.3961218836565097,0.0273356138726506,7.597096477551801e-05,0.3352112676056338,0.012980971701122224,9.01959624086679e-05,0.2727272727272727,-1.6676265793185583,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
58,BNB,vwap_reclaim,short,6,4.0,0.0,0.0,168,0.16766467065868262,-0.4791819075377044,-0.0006508404556602176,-0.001063606178125731,0.18840579710144928,0,0.39880952380952384,0.7127183069055254,0.5606764659941327,-0.21166337866097862,-0.0006604209812817174,0.20833333333333334,-0.3072869341710397,-0.001063606178125731,0.18840579710144928,-0.03490969675817346,-0.0010147306275410939,0.3142857142857143,-1.6722586423685786,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
