window,strategy,period_start,period_end,days,starting_balance,stake_amount,max_open_trades,pair,base,trades,profit_abs,profit_pct_of_starting_balance,avg_trade_profit_pct,wins,losses,winrate_pct,profit_factor,max_drawdown_abs,max_drawdown_pct
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,OP/USDT:USDT,OP,21,639.9995096700002,6.399995096700002,0.6092215356921532,10,11,47.61904761904761,1.6275717528517548,719.2488428199999,6.331834823052679
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,SOL/USDT:USDT,SOL,67,524.0896135000002,5.240896135000002,0.15663664440155523,34,33,50.74626865671642,1.0708033089538322,2527.6968961499997,25.028373684049583
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,SUI/USDT:USDT,SUI,34,-1002.8171439599998,-10.0281714396,-0.5895989375973574,15,19,44.11764705882353,0.744981684023335,2028.5868234299999,19.02075639998672
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,TRX/USDT:USDT,TRX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,XLM/USDT:USDT,XLM,17,205.036361,2.05036361,0.24110017616763602,7,10,41.17647058823529,1.2912769166946536,419.20912102999995,4.018382529140667
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,XRP/USDT:USDT,XRP,15,127.16194279999986,1.2716194279999986,0.1697151028654188,7,8,46.666666666666664,1.2061782687923475,322.01772071000005,3.2201772071000048
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,2023-06-03 01:00:00,2024-01-01 00:00:00,211,10000.0,5000.0,8,XTZ/USDT:USDT,XTZ,31,290.30213580000014,2.9030213580000015,0.18754776639654488,16,15,51.61290322580645,1.17740936686666,949.0776553000001,9.074767337878617
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,AAVE/USDT:USDT,AAVE,51,4308.507766899999,43.08507766899999,1.6887922759526017,30,21,58.82352941176471,1.7062902999701828,2484.21355475,19.59858097973872
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,APT/USDT:USDT,APT,23,1205.4531365999997,12.054531365999996,1.0477027568497461,13,10,56.52173913043478,2.2015613015448836,421.2869252999998,3.7438113192695734
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,AVAX/USDT:USDT,AVAX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,BCH/USDT:USDT,BCH,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,BNB/USDT:USDT,BNB,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,BTC/USDT:USDT,BTC,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,COMP/USDT:USDT,COMP,23,2018.7642000100002,20.187642000100002,1.7545706307727695,16,7,69.56521739130434,1.4578316845970731,1631.4389569599998,15.442695676834386
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,DOGE/USDT:USDT,DOGE,45,544.18588828,5.4418588828,0.24162342915143922,23,22,51.11111111111111,1.1778409971385806,821.83385287,8.036518606915417
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,ETC/USDT:USDT,ETC,37,2356.85193326,23.568519332599998,1.2733422946806896,25,12,67.56756756756756,3.734887399375602,263.83178709,2.638317870899991
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,ETH/USDT:USDT,ETH,28,788.4014494300001,7.8840144943000015,0.5628827786514788,11,17,39.285714285714285,1.365721960510493,681.18999446,6.517411712431732
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,LINK/USDT:USDT,LINK,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,LTC/USDT:USDT,LTC,92,948.5597333499999,9.485597333499998,0.2062792365775889,45,47,48.91304347826087,1.1500677904265117,1732.4482952599997,14.895481681660701
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,MKR/USDT:USDT,MKR,252,5687.744700449999,56.87744700449999,0.45140311175471376,131,121,51.98412698412699,1.26705230431275,2967.1207285500004,25.448363705570863
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,OP/USDT:USDT,OP,74,-74.04526950000019,-0.7404526950000019,-0.020002904770592585,37,37,50.0,0.981095017476299,1041.6679037599997,10.416679037600005
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,SOL/USDT:USDT,SOL,104,5621.8002884,56.21800288399999,1.0821619311289852,58,46,55.769230769230774,1.6525970549747124,1857.8568092499982,12.13581693843678
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,SUI/USDT:USDT,SUI,57,1657.8192563600003,16.578192563600002,0.5814037601401227,27,30,47.368421052631575,1.19432667896548,2516.2550073599996,19.727898123575034
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,TRX/USDT:USDT,TRX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,XLM/USDT:USDT,XLM,46,5414.99089423,54.149908942299994,2.353180128996939,27,19,58.69565217391305,2.8325113300533773,925.4852679,8.364835699214701
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,XRP/USDT:USDT,XRP,48,801.6750466400002,8.016750466400001,0.3340323294921718,20,28,41.66666666666667,1.2610358999513505,1126.14542036,9.991017507646307
2024,Intp20Stage12XtzCoreRocFilterStrategy,2024-01-01 00:00:00,2025-01-01 00:00:00,366,10000.0,5000.0,8,XTZ/USDT:USDT,XTZ,60,2805.0290376000007,28.05029037600001,0.9355950867062998,27,33,45.0,1.5725157989504934,2630.15920445,26.301592044499994
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,AAVE/USDT:USDT,AAVE,46,719.0830229499995,7.190830229499995,0.3124549917124572,26,20,56.52173913043478,1.0965238365540788,3364.547422399999,24.15599092888974
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,APT/USDT:USDT,APT,32,-139.19032367000003,-1.3919032367000004,-0.08694889443632199,14,18,43.75,0.9043665356946224,650.0129816599999,6.184225562647853
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,AVAX/USDT:USDT,AVAX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,BCH/USDT:USDT,BCH,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,BNB/USDT:USDT,BNB,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,BTC/USDT:USDT,BTC,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,COMP/USDT:USDT,COMP,17,1151.6787459299996,11.516787459299996,1.3542431612526746,9,8,52.94117647058824,1.4455241378422943,835.13308168,7.557706019386287
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,DOGE/USDT:USDT,DOGE,12,302.95570854000005,3.0295570854000005,0.5048970751940859,8,4,66.66666666666666,2.372247472116317,132.36980619999997,1.2684779790819813
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,ETC/USDT:USDT,ETC,20,915.3873422199999,9.1538734222,0.9149349735049779,13,7,65.0,2.6116430697698436,297.13495574,2.9178208357896773
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,ETH/USDT:USDT,ETH,19,3177.1680708999993,31.771680708999995,3.342979271450651,14,5,73.68421052631578,4.167305929422171,626.8218880300001,4.540874702857205
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,LINK/USDT:USDT,LINK,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,LTC/USDT:USDT,LTC,118,2002.4098040299998,20.024098040299997,0.33947007028215903,53,65,44.91525423728814,1.2927538594236945,1781.8717583900009,14.583106711071084
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,MKR/USDT:USDT,MKR,167,9721.20276345,97.21202763449999,1.1644893014745805,87,80,52.09580838323353,1.6371559651639787,3098.276399699999,19.145260412704975
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,OP/USDT:USDT,OP,29,2386.99700135,23.8699700135,1.6453825396562267,16,13,55.172413793103445,2.9074211004511326,286.33808494000004,2.6703792670780535
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,SOL/USDT:USDT,SOL,92,2988.473519,29.88473519,0.649738616539335,45,47,48.91304347826087,1.3375586766533718,4183.598081999999,27.538390432409894
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,SUI/USDT:USDT,SUI,63,497.9345882100003,4.979345882100003,0.15800095983320536,33,30,52.38095238095239,1.0796384410276818,2024.63113492,16.16786191970527
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,TRX/USDT:USDT,TRX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,XLM/USDT:USDT,XLM,76,1726.2206390799995,17.262206390799996,0.4540466318383237,36,40,47.368421052631575,1.2328855384408637,1859.98228608,17.576575171832758
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,XRP/USDT:USDT,XRP,46,3178.88175872,31.7888175872,1.3824488210235215,26,20,56.52173913043478,2.4867177216584033,844.4422157699996,6.360837380242012
2025,Intp20Stage12XtzCoreRocFilterStrategy,2025-01-01 00:00:00,2026-01-01 00:00:00,365,10000.0,5000.0,8,XTZ/USDT:USDT,XTZ,57,2168.1843511499997,21.681843511499995,0.7613455216103935,31,26,54.385964912280706,1.81509628383161,1218.45864755,11.897849366693904
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,AAVE/USDT:USDT,AAVE,21,2335.8276155999997,23.358276155999995,2.2235640614184926,12,9,57.14285714285714,2.1204999312250203,968.3484342,8.865688561464614
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,APT/USDT:USDT,APT,7,433.03950704,4.3303950704,1.2366379919685897,4,3,57.14285714285714,4.004139684848202,119.14766741000005,1.1314514914741702
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,AVAX/USDT:USDT,AVAX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,BCH/USDT:USDT,BCH,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,BNB/USDT:USDT,BNB,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,BTC/USDT:USDT,BTC,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,COMP/USDT:USDT,COMP,4,-152.70686976000002,-1.5270686976,-0.7631533740512796,2,2,50.0,0.5758468771139806,333.24009695,3.2733069036107967
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,DOGE/USDT:USDT,DOGE,4,209.77199438999997,2.0977199438999996,1.048898587947575,3,1,75.0,13.830416280265446,16.349586000000002,0.16199085670058377
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,ETC/USDT:USDT,ETC,5,65.82138036,0.6582138036,0.2631546787931982,3,2,60.0,1.2406365619519955,220.30435096,2.141762182521269
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,ETH/USDT:USDT,ETH,2,131.24128326,1.3124128325999997,1.3117991894520378,1,1,50.0,2.523689864904794,86.13385590000001,0.8430135404334478
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,LINK/USDT:USDT,LINK,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,LTC/USDT:USDT,LTC,17,108.1572505,1.081572505,0.1272621170861648,10,7,58.82352941176471,1.174329263888381,293.46028396,2.821294697558155
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,MKR/USDT:USDT,MKR,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,OP/USDT:USDT,OP,12,324.06201255,3.2406201255000004,0.5398335054729584,5,7,41.66666666666667,1.934079879347279,184.39722039,1.8134444199159814
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,SOL/USDT:USDT,SOL,24,487.17086849999987,4.871708684999999,0.405834531165613,12,12,50.0,1.2908013609418545,730.787091,7.307870910000001
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,SUI/USDT:USDT,SUI,26,1334.72332334,13.347233233399999,1.0261993704474761,15,11,57.692307692307686,1.599825868290293,1076.43073013,9.821546195208729
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,TRX/USDT:USDT,TRX,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,XLM/USDT:USDT,XLM,13,550.17307494,5.5017307494,0.8459990366646748,8,5,61.53846153846154,1.714276041510683,674.7229557,6.547281096259365
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,XRP/USDT:USDT,XRP,14,1460.1707825,14.601707825000002,2.0866086706825304,11,3,78.57142857142857,7.033610549192831,242.00613722000003,2.2024826574236753
2026_01_05,Intp20Stage12XtzCoreRocFilterStrategy,2026-01-01 00:00:00,2026-05-31 23:59:00,150,10000.0,5000.0,8,XTZ/USDT:USDT,XTZ,25,1477.0612061300003,14.770612061300003,1.1819092160131586,19,6,76.0,2.0417520585804034,1071.7736172,8.540821775798872
