date,profit,exit_reason,raw_profit,pair,candidate_id,template,side,regime,hold
2023-06-05 16:04:00+00:00,0.010550283860502774,fixed_hold,0.08440227088402219,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-10 04:23:00+00:00,0.004020795660036158,fixed_hold,0.032166365280289266,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-10 04:25:00+00:00,0.002813918457521603,fixed_hold,0.022511347660172824,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-11 22:44:00+00:00,0.0026982942430703876,fixed_hold,0.0215863539445631,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-12 02:25:00+00:00,0.0010637216575449253,fixed_hold,0.008509773260359402,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-13 13:50:00+00:00,0.0007352717597871043,fixed_hold,0.005882174078296835,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-14 20:32:00+00:00,-0.0026861336664584785,fixed_hold,-0.021489069331667828,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-14 20:50:00+00:00,0.00879090132422039,fixed_hold,0.07032721059376312,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-19 19:01:00+00:00,0.0038958290738090877,fixed_hold,0.0311666325904727,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-06-24 15:33:00+00:00,0.003266951280763431,fixed_hold,0.026135610246107447,LINK,1m:LINK:panic_snapback:long:market_contra:h40:#1,panic_snapback,long,market_contra,40
2023-06-30 13:39:00+00:00,-0.006487532808398977,fixed_hold,-0.051900262467191816,LINK,1m:LINK:panic_snapback:long:market_contra:h40:#1,panic_snapback,long,market_contra,40
2023-07-14 16:29:00+00:00,-0.007469575123978001,fixed_hold,-0.059756600991824005,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-07-15 10:52:00+00:00,-0.0034081844619858743,fixed_hold,-0.027265475695886995,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-07-15 11:18:00+00:00,-1.2127125731897347e-05,fixed_hold,-9.701700585517878e-05,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-07-17 16:38:00+00:00,-0.007087976942080743,fixed_hold,-0.05670381553664594,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-07-18 06:35:00+00:00,-0.00036524727125725144,fixed_hold,-0.0029219781700580115,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-07-20 20:21:00+00:00,-0.002675025588536328,fixed_hold,-0.021400204708290623,XRP,1m:XRP:panic_snapback:long:market_contra:h40:#2,panic_snapback,long,market_contra,40
2023-07-24 09:51:00+00:00,0.002881962864721477,fixed_hold,0.023055702917771818,LINK,1m:LINK:panic_snapback:long:market_contra:h40:#1,panic_snapback,long,market_contra,40
