rank,scope,template,side,regime,hold,leverage,tp,sl,trades,trades_per_day,total_profit,daily,min_slice_daily,min_slice_trades_per_day,positive_slices,winrate,pf,max_dd,p2024,d2024,tpd2024,p2025,d2025,tpd2025,p2026,d2026,tpd2026,robust_score,params
1,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,19,0.0200845665961945,0.1563975748405595,0.00015361606200414712,0.00022349153927558874,0.035856573705179286,3,0.6842105263157895,2.4617922595312964,0.07293316630442592,0.05769298684542079,0.00022349153927558874,0.035856573705179286,0.03294314110180063,0.00028435749321675807,0.043859649122807015,0.02376400701202397,0.0012368715667709917,0.10526315789473684,0.38560066747341215,"atr_ceiling=0.018,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=2.4"
2,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,19,0.0200845665961945,0.1563975748405595,0.00015361606200414712,0.00022349153927558874,0.035856573705179286,3,0.6842105263157895,2.4617922595312964,0.07293316630442592,0.05769298684542079,0.00022349153927558874,0.035856573705179286,0.03294314110180063,0.00028435749321675807,0.043859649122807015,0.02376400701202397,0.0012368715667709917,0.10526315789473684,0.38560066747341215,"atr_ceiling=0.03,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=2.4"
3,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,18,0.019027484143763214,0.15419002311139862,0.00015159586504309708,0.00022349153927558874,0.035856573705179286,3,0.6666666666666666,2.4433625156682957,0.07293316630442592,0.05769298684542079,0.00022349153927558874,0.035856573705179286,0.03294314110180063,0.00028435749321675807,0.043859649122807015,0.021809651474532066,0.021809651474532066,1.0,0.3837488249881619,"atr_ceiling=0.018,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=2.4"
4,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,18,0.019027484143763214,0.15419002311139862,0.00015159586504309708,0.00022349153927558874,0.035856573705179286,3,0.6666666666666666,2.4433625156682957,0.07293316630442592,0.05769298684542079,0.00022349153927558874,0.035856573705179286,0.03294314110180063,0.00028435749321675807,0.043859649122807015,0.021809651474532066,0.021809651474532066,1.0,0.3837488249881619,"atr_ceiling=0.03,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=2.4"
5,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,32,0.03146509341199607,0.2122160688221011,0.00018925108799328072,0.00022187258850459024,0.028169014084507043,3,0.625,2.04646402137371,0.07756850047290398,0.090683314924352,0.0003014495734978695,0.052083333333333336,0.05585699500117558,0.00022187258850459024,0.04897959183673469,0.018134118440889413,0.0002531539598233934,0.028169014084507043,0.38302211922597673,"atr_ceiling=0.018,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
6,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,32,0.03146509341199607,0.2122160688221011,0.00018925108799328072,0.00022187258850459024,0.028169014084507043,3,0.625,2.04646402137371,0.07756850047290398,0.090683314924352,0.0003014495734978695,0.052083333333333336,0.05585699500117558,0.00022187258850459024,0.04897959183673469,0.018134118440889413,0.0002531539598233934,0.028169014084507043,0.38302211922597673,"atr_ceiling=0.03,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
7,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,38,0.03736479842674533,0.2093454642008663,0.0001869194088210957,0.00020168338862625035,0.04225352112676056,3,0.5789473684210527,1.8844131749643926,0.07756850047290398,0.090683314924352,0.0003014495734978695,0.052083333333333336,0.053831314191320034,0.00020168338862625035,0.06538461538461539,0.017675541199189793,0.000246807149303363,0.04225352112676056,0.3798211349344679,"atr_ceiling=0.018,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
8,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,38,0.03736479842674533,0.2093454642008663,0.0001869194088210957,0.00020168338862625035,0.04225352112676056,3,0.5789473684210527,1.8844131749643926,0.07756850047290398,0.090683314924352,0.0003014495734978695,0.052083333333333336,0.053831314191320034,0.00020168338862625035,0.06538461538461539,0.017675541199189793,0.000246807149303363,0.04225352112676056,0.3798211349344679,"atr_ceiling=0.03,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
9,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,21,0.022198731501057084,0.15422153536351568,0.00015162472999907806,0.00011742471494424755,0.026923076923076925,3,0.6666666666666666,2.3013296662972893,0.07293316630442592,0.05769298684542079,0.00022349153927558874,0.035856573705179286,0.030999410760711887,0.00011742471494424755,0.026923076923076925,0.02376400701202397,0.0012368715667709917,0.10526315789473684,0.3437640263525471,"atr_ceiling=0.018,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=2.4"
10,DOGE,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,21,0.022198731501057084,0.15422153536351568,0.00015162472999907806,0.00011742471494424755,0.026923076923076925,3,0.6666666666666666,2.3013296662972893,0.07293316630442592,0.05769298684542079,0.00022349153927558874,0.035856573705179286,0.030999410760711887,0.00011742471494424755,0.026923076923076925,0.02376400701202397,0.0012368715667709917,0.10526315789473684,0.3437640263525471,"atr_ceiling=0.03,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=2.4"
