window,base,rule,template,side,regime,hold_5m,leverage,trades,profit_ratio_sum,profit_pct_sum,avg_trade_pct,wins,losses,winrate_pct,profit_factor
2024,ICP,ICP:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,96,-0.20197841141977824,-20.197841141977825,-0.210394178562269,48,48,50.0,0.8993326778015046
2025,ICP,ICP:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,63,-0.5210695487598596,-52.106954875985956,-0.8270945218410468,32,31,50.79365079365079,0.7294706414946205
2026_01_05,ICP,ICP:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,25,0.28890757987574744,28.890757987574744,1.1556303195029898,15,10,60.0,2.229067091871778
2023H2,ICP,ICP:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,59,0.6584542932690507,65.84542932690508,1.1160242258797468,25,34,42.3728813559322,1.6033760149916074
2024,ICP,ICP:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,119,0.9523422354861806,95.23422354861806,0.8002875928455299,64,55,53.78151260504202,1.4207954425942233
2025,ICP,ICP:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,81,0.6093051691902049,60.93051691902049,0.7522286039385246,45,36,55.55555555555556,1.541990980676604
2026_01_05,ICP,ICP:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,41,-0.3792276826426093,-37.92276826426093,-0.9249455674209983,18,23,43.90243902439025,0.5706442936011026
2023H2,ICP,ICP:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,33,0.19371347084236135,19.371347084236135,0.5870105177041253,20,13,60.60606060606061,1.573403927851
2024,ICP,ICP:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,80,0.6548538875386938,65.48538875386937,0.8185673594233672,48,32,60.0,1.42715387299627
2025,ICP,ICP:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,60,1.1494340314286888,114.94340314286889,1.9157233857144813,39,21,65.0,2.3920738677811384
2026_01_05,ICP,ICP:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,28,0.25459441475222455,25.459441475222455,0.9092657669722306,18,10,64.28571428571429,1.5479843084158922
2023H2,ICP,ICP:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,63,-0.8419098645459722,-84.19098645459722,-1.336364864358686,25,38,39.682539682539684,0.6029057481443565
2024,ICP,ICP:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,149,-0.25195495359358167,-25.195495359358166,-0.1690972842909944,68,81,45.63758389261745,0.9486337844305848
2025,ICP,ICP:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,126,-0.05854960978594281,-5.854960978594281,-0.04646794427455779,59,67,46.82539682539682,0.9836648872395319
2026_01_05,ICP,ICP:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,56,0.1974182122110163,19.74182122110163,0.35253252180538625,25,31,44.642857142857146,1.1344987064428553
2023H2,ICP,ICP:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,67,-1.003881729594659,-100.38817295946589,-1.4983309396935207,27,40,40.298507462686565,0.42449414736129537
2024,ICP,ICP:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,182,-0.7749395255278801,-77.49395255278802,-0.4257909480922418,78,104,42.857142857142854,0.8169515018299857
2025,ICP,ICP:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,146,-0.8389211753600301,-83.89211753600301,-0.5746035447671439,64,82,43.83561643835616,0.7623171016482432
2026_01_05,ICP,ICP:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,65,-0.48840097447348907,-48.84009744734891,-0.7513861145745986,26,39,40.0,0.6239634866744597
2023H2,ICP,ICP:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,38,0.04429928095975422,4.429928095975422,0.11657705515724794,20,18,52.63157894736842,1.0464891362697668
2024,ICP,ICP:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,48,-0.5213546575428968,-52.135465754289676,-1.0861555365477016,24,24,50.0,0.660375253077669
2025,ICP,ICP:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,38,1.4980239085705342,149.8023908570534,3.942168180448774,26,12,68.42105263157895,4.386567058937346
2026_01_05,ICP,ICP:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,23,0.3519154010603742,35.19154010603742,1.5300669611320619,12,11,52.17391304347826,1.5342580951679101
2023H2,ICP,ICP:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,28,0.01874772838790617,1.874772838790617,0.06695617281395061,15,13,53.57142857142857,1.0464649444560534
2024,ICP,ICP:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,62,0.04782508545808695,4.782508545808694,0.07713723460981765,32,30,51.61290322580645,1.0254107796749703
2025,ICP,ICP:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,47,-0.13225885962382722,-13.225885962382723,-0.28140182898686644,27,20,57.446808510638306,0.8823871820419023
2026_01_05,ICP,ICP:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,22,-0.25786038787024124,-25.786038787024125,-1.1720926721374603,10,12,45.45454545454545,0.5881627591983637
2023H2,ICP,ICP:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,129,-0.7194936925340438,-71.94936925340438,-0.557747048476003,54,75,41.86046511627907,0.6987475076111951
2024,ICP,ICP:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,261,-0.6963046497599077,-69.63046497599078,-0.2667833907126083,112,149,42.911877394636015,0.8956050574725156
2025,ICP,ICP:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,223,-1.2562609188154017,-125.62609188154016,-0.5633457035046644,84,139,37.66816143497758,0.7424628829469432
2026_01_05,ICP,ICP:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,83,0.367550753629017,36.7550753629017,0.44283223328797233,37,46,44.57831325301205,1.2476879577322963
2023H2,ICP,ICP:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,132,-1.2047697019349006,-120.47697019349006,-0.9127043196476521,46,86,34.84848484848485,0.5952082947380386
2024,ICP,ICP:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,258,-0.8516451278370893,-85.16451278370893,-0.3300950107895695,119,139,46.12403100775194,0.8730698646416091
2025,ICP,ICP:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,253,0.974862975420435,97.4862975420435,0.3853213341582747,120,133,47.43083003952569,1.1852052987558819
2026_01_05,ICP,ICP:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,117,0.16165210738192837,16.165210738192837,0.13816419434352853,60,57,51.28205128205128,1.082655176520889
2023H2,ICP,ICP:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,44,-0.3548448506134312,-35.48448506134312,-0.8064655695759799,20,24,45.45454545454545,0.6019496110115029
2024,ICP,ICP:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,36,-0.12045771958507423,-12.045771958507423,-0.33460477662520616,16,20,44.44444444444444,0.8455719977723009
2025,ICP,ICP:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,60,0.07225737402505983,7.225737402505983,0.12042895670843305,32,28,53.333333333333336,1.0634581005443469
2026_01_05,ICP,ICP:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,14,0.03330245153680966,3.3302451536809663,0.23787465383435474,7,7,50.0,1.1494985586093707
2023H2,ICP,ICP:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,19,0.016854555195962462,1.6854555195962462,0.0887081852419077,6,13,31.57894736842105,1.0591047859685374
2024,ICP,ICP:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,60,0.03470012778096088,3.4700127780960877,0.057833546301601466,29,31,48.333333333333336,1.0304381832458125
2025,ICP,ICP:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,52,0.03550749919614482,3.550749919614482,0.0682836523002785,29,23,55.769230769230774,1.0338298785286737
2026_01_05,ICP,ICP:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,30,-0.14971407431157768,-14.971407431157768,-0.4990469143719256,13,17,43.333333333333336,0.7802641100066245
2023H2,SAND,SAND:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,41,0.11086806072544997,11.086806072544997,0.27040990420841454,20,21,48.78048780487805,1.1713485572766094
2024,SAND,SAND:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,97,0.1008955728530938,10.08955728530938,0.10401605448772558,56,41,57.73195876288659,1.0473359994360412
2025,SAND,SAND:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,101,0.3262711983160318,32.62711983160318,0.32304079041191264,57,44,56.43564356435643,1.1616688849010677
2026_01_05,SAND,SAND:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,32,0.20957907250269514,20.957907250269514,0.6549346015709223,16,16,50.0,1.4122708309658525
2023H2,SAND,SAND:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,20,-0.038301782709961874,-3.8301782709961874,-0.19150891354980937,11,9,55.00000000000001,0.8807629622904163
2024,SAND,SAND:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,65,-0.13630459133341333,-13.630459133341333,-0.20969937128217436,29,36,44.61538461538462,0.8717430402221072
2025,SAND,SAND:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,75,0.014037704327047873,1.4037704327047873,0.018716939102730496,40,35,53.333333333333336,1.0099299009542857
2026_01_05,SAND,SAND:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,31,-0.43903006512950293,-43.90300651295029,-1.4162260165467837,13,18,41.935483870967744,0.5570185084455089
2023H2,SAND,SAND:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,61,0.34134778133813937,34.13477813381394,0.559586526783835,38,23,62.295081967213115,1.4422872686338801
2024,SAND,SAND:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,101,0.5592421680605271,55.924216806052705,0.553705116891611,53,48,52.475247524752476,1.2845801628336444
2025,SAND,SAND:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,87,-0.02480103398857736,-2.480103398857736,-0.028506935619054433,46,41,52.87356321839081,0.9846635121166998
2026_01_05,SAND,SAND:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,30,0.619818814242318,61.9818814242318,2.06606271414106,19,11,63.33333333333333,2.9422375599466206
2023H2,SAND,SAND:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,16,0.16277966065974914,16.277966065974915,1.0173728791234322,11,5,68.75,1.5909704521717378
2024,SAND,SAND:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,55,-0.6421766928727721,-64.21766928727722,-1.1675939870414038,30,25,54.54545454545454,0.5633858053105324
2025,SAND,SAND:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,61,0.5823153634264444,58.23153634264444,0.9546153498794171,40,21,65.57377049180327,1.4921320581933284
2026_01_05,SAND,SAND:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,36,0.08715543765528988,8.715543765528988,0.24209843793136077,21,15,58.333333333333336,1.1376317075386269
2023H2,SAND,SAND:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,63,-0.12452460246716868,-12.452460246716868,-0.197658099154236,33,30,52.38095238095239,0.905881302982697
2024,SAND,SAND:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,107,0.09063954404206265,9.063954404206264,0.08470985424491836,50,57,46.728971962616825,1.035194041334937
2025,SAND,SAND:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,104,0.5463400484696412,54.634004846964125,0.5253269696823474,52,52,50.0,1.25145954813198
2026_01_05,SAND,SAND:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,68,-0.10219808360077409,-10.219808360077408,-0.15029129941290306,34,34,50.0,0.947243670674824
2023H2,SAND,SAND:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,63,-0.08991864599179111,-8.991864599179111,-0.14272800951077955,29,34,46.03174603174603,0.9185195126163894
2024,SAND,SAND:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,168,-0.8967660228112384,-89.67660228112383,-0.5337892992924038,69,99,41.07142857142857,0.7749369633241487
2025,SAND,SAND:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,159,-0.44596359662006146,-44.596359662006144,-0.28048024944657957,72,87,45.28301886792453,0.8724146750594607
2026_01_05,SAND,SAND:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,46,0.2742209215210778,27.42209215210778,0.5961324380892996,25,21,54.347826086956516,1.4133371830181076
2023H2,SAND,SAND:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,29,0.11047901553858763,11.047901553858763,0.3809621225468539,12,17,41.37931034482759,1.1753519270707593
2024,SAND,SAND:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,41,0.42354251684676547,42.35425168467655,1.0330305288945498,23,18,56.09756097560976,1.4490794545890957
2025,SAND,SAND:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,36,0.42860426826374975,42.860426826374976,1.1905674118437495,17,19,47.22222222222222,1.5643365448822022
2026_01_05,SAND,SAND:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,17,-0.2945922910396226,-29.459229103962258,-1.732895829644839,7,10,41.17647058823529,0.4232714843386315
2023H2,SAND,SAND:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,20,0.18550332259768154,18.550332259768155,0.9275166129884077,11,9,55.00000000000001,1.6274891356585188
2024,SAND,SAND:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,60,-0.05491987316661673,-5.491987316661673,-0.09153312194436122,28,32,46.666666666666664,0.9581772401625178
2025,SAND,SAND:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,40,0.051103931264345204,5.11039312643452,0.127759828160863,20,20,50.0,1.074352119426053
2026_01_05,SAND,SAND:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,17,-0.05628193087534539,-5.628193087534539,-0.3310701816196787,9,8,52.94117647058824,0.8090264161252138
2023H2,SAND,SAND:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,143,-0.22030352494639915,-22.030352494639914,-0.15405840905342597,63,80,44.05594405594406,0.9045246896993359
2024,SAND,SAND:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,271,0.649998149242196,64.9998149242196,0.23985171558752622,131,140,48.33948339483395,1.1283844014420303
2025,SAND,SAND:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,281,-0.7075772548572212,-70.75772548572212,-0.2518068522623563,121,160,43.06049822064057,0.8729207959814358
2026_01_05,SAND,SAND:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,93,0.45851374510018816,45.851374510018815,0.4930255323657937,42,51,45.16129032258064,1.2881701580400795
2023H2,SAND,SAND:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,152,-1.1868089453225972,-118.68089453225971,-0.7807953587648665,59,93,38.81578947368421,0.61941275141354
2024,SAND,SAND:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,244,-0.3205003228468595,-32.05003228468595,-0.1313525913306801,103,141,42.21311475409836,0.9482288730117195
2025,SAND,SAND:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,276,1.5424057659994772,154.24057659994773,0.5588426688403902,120,156,43.47826086956522,1.2793824273020804
2026_01_05,SAND,SAND:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,123,-0.37737363122415024,-37.737363122415026,-0.3068078302635368,51,72,41.46341463414634,0.8517070434863157
2023H2,SAND,SAND:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,36,-0.30535864469568486,-30.535864469568487,-0.8482184574880135,16,20,44.44444444444444,0.5780484755484402
2024,SAND,SAND:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,80,0.31527714112864924,31.527714112864924,0.39409642641081155,41,39,51.24999999999999,1.1993285241959604
2025,SAND,SAND:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,58,-0.0713238935925955,-7.13238935925955,-0.1229722303320612,31,27,53.44827586206896,0.9291568236147454
2026_01_05,SAND,SAND:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,10,-0.008967014386342509,-0.8967014386342509,-0.08967014386342509,6,4,60.0,0.9677500693940524
2023H2,SAND,SAND:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,24,-0.1531149294673919,-15.311492946739191,-0.6379788727807996,12,12,50.0,0.7067274947989255
2024,SAND,SAND:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,27,0.3126324233069493,31.26324233069493,1.157897864099812,13,14,48.148148148148145,1.4799262597933502
2025,SAND,SAND:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,46,-0.020577503200530423,-2.0577503200530423,-0.04473370260984874,25,21,54.347826086956516,0.9742088965683487
2026_01_05,SAND,SAND:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,23,0.38913607537424655,38.91360753742465,1.6918959798880286,14,9,60.86956521739131,2.820590198370462
2023H2,MANA,MANA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,51,-0.12656384352288663,-12.656384352288663,-0.24816439906448362,29,22,56.86274509803921,0.8912130685223809
2024,MANA,MANA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,98,-0.09061588854832126,-9.061588854832126,-0.09246519239624618,59,39,60.204081632653065,0.9584658418264264
2025,MANA,MANA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,82,0.6423789980595753,64.23789980595754,0.7833890220238723,45,37,54.87804878048781,1.4610317643534607
2026_01_05,MANA,MANA:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,12,0.32240475261146795,32.2404752611468,2.686706271762233,8,4,66.66666666666666,6.011975947634874
2023H2,MANA,MANA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,29,-0.0016814014056221183,-0.16814014056221183,-0.00579793588145558,16,13,55.172413793103445,0.9970488693368396
2024,MANA,MANA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,68,-0.6459486478754131,-64.59486478754131,-0.949924482169725,32,36,47.05882352941176,0.6208644078562308
2025,MANA,MANA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,59,0.09920382601039979,9.920382601039979,0.16814207798372843,28,31,47.45762711864407,1.084965863105231
2026_01_05,MANA,MANA:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,16,0.110088396465581,11.0088396465581,0.6880524779098812,8,8,50.0,1.3487987556492345
2023H2,MANA,MANA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,53,0.13415744291803033,13.415744291803033,0.2531272507887365,33,20,62.264150943396224,1.1383585563084255
2024,MANA,MANA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,110,0.5107975196956662,51.07975196956662,0.46436138154151474,56,54,50.90909090909091,1.2552454770910197
2025,MANA,MANA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,92,-0.5477055067218397,-54.77055067218397,-0.5953320725237388,48,44,52.17391304347826,0.7458605018896174
2026_01_05,MANA,MANA:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,37,0.12553594949387303,12.553594949387303,0.33928634998344065,20,17,54.054054054054056,1.2363881148393663
2023H2,MANA,MANA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,31,0.34905418190665616,34.905418190665614,1.1259812319569553,18,13,58.06451612903226,2.363878553652542
2024,MANA,MANA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,63,-0.6291120308862279,-62.91120308862279,-0.9985905252162348,32,31,50.79365079365079,0.6203641946262413
2025,MANA,MANA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,61,0.4006486170832795,40.064861708327946,0.6568010116119336,30,31,49.18032786885246,1.4328371716811232
2026_01_05,MANA,MANA:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,39,0.8054359749800342,80.54359749800342,2.0652204486667545,28,11,71.7948717948718,4.715224231298977
2023H2,MANA,MANA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,75,-0.5794536778029458,-57.945367780294575,-0.772604903737261,35,40,46.666666666666664,0.6786547114202037
2024,MANA,MANA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,136,-0.9809326343884744,-98.09326343884744,-0.7212739958738783,56,80,41.17647058823529,0.7423392504939359
2025,MANA,MANA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,115,0.41454583426972447,41.45458342697245,0.36047463849541256,51,64,44.34782608695652,1.1865539953178281
2026_01_05,MANA,MANA:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,55,0.01647969445848052,1.647969445848052,0.029963080833600945,28,27,50.90909090909091,1.0133424416959957
2023H2,MANA,MANA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,59,-0.039383749873829754,-3.9383749873829754,-0.06675211843021991,24,35,40.67796610169492,0.9609591263681047
2024,MANA,MANA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,158,0.7071117207742689,70.71117207742688,0.44753906378118286,78,80,49.36708860759494,1.2018002668277168
2025,MANA,MANA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,166,-0.16822154231210917,-16.822154231210916,-0.10133827850127058,78,88,46.98795180722892,0.9596606500146573
2026_01_05,MANA,MANA:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,49,-0.29118002453828173,-29.118002453828172,-0.5942449480373097,16,33,32.6530612244898,0.6845861547493103
2023H2,MANA,MANA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,25,-0.24782446452577378,-24.78244645257738,-0.9912978581030952,13,12,52.0,0.6456383861291556
2024,MANA,MANA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,48,0.010451531046158924,1.0451531046158924,0.021774023012831094,26,22,54.166666666666664,1.0115971355013733
2025,MANA,MANA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,37,0.05892976230109093,5.892976230109093,0.1592696278407863,18,19,48.64864864864865,1.059856380819155
2026_01_05,MANA,MANA:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,23,-0.0668121972570157,-6.68121972570157,-0.29048781416093783,12,11,52.17391304347826,0.8704075248486605
2023H2,MANA,MANA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,30,0.2634632838980966,26.34632838980966,0.8782109463269886,18,12,60.0,1.62161089056541
2024,MANA,MANA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,48,0.42311722494373816,42.31172249437382,0.8814942186327878,23,25,47.91666666666667,1.3671011143829388
2025,MANA,MANA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,48,-0.14564997259262913,-14.564997259262913,-0.3034374429013107,23,25,47.91666666666667,0.8806519909522493
2026_01_05,MANA,MANA:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,19,-0.12756813613709006,-12.756813613709006,-0.6714112428267898,6,13,31.57894736842105,0.6935973047087471
2023H2,MANA,MANA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,136,0.6128109438822644,61.28109438822644,0.45059628226637094,64,72,47.05882352941176,1.2848141366939152
2024,MANA,MANA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,235,-0.5223161664528773,-52.23161664528773,-0.22226219849058607,107,128,45.53191489361702,0.8773077432836943
2025,MANA,MANA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,214,0.20626609010002328,20.626609010002326,0.09638602341122583,98,116,45.794392523364486,1.0482065715598181
2026_01_05,MANA,MANA:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,76,0.10922094549557837,10.922094549557837,0.1437117703889189,35,41,46.05263157894737,1.0876764980237137
2023H2,MANA,MANA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,123,-0.7696140685008674,-76.96140685008675,-0.6257024947161524,44,79,35.77235772357724,0.6974177757564969
2024,MANA,MANA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,234,0.7963779350511984,79.63779350511983,0.3403324508765805,97,137,41.452991452991455,1.1524513462475512
2025,MANA,MANA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,231,0.9845120917917871,98.4512091791787,0.42619571073237533,123,108,53.246753246753244,1.223202767930818
2026_01_05,MANA,MANA:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,83,0.08299796850159868,8.299796850159868,0.09999755241156469,39,44,46.98795180722892,1.0558081499050593
2023H2,MANA,MANA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,26,0.22720748672057,22.720748672057,0.8738749489252693,19,7,73.07692307692307,2.325042553306928
2024,MANA,MANA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,60,-0.11538286277768561,-11.538286277768561,-0.19230477129614268,33,27,55.00000000000001,0.8980353215099224
2025,MANA,MANA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,66,0.4876527127449348,48.765271274493486,0.7388677465832345,34,32,51.515151515151516,1.4857261946437972
