window,base,rule,template,side,regime,hold_5m,leverage,trades,profit_ratio_sum,profit_pct_sum,avg_trade_pct,wins,losses,winrate_pct,profit_factor
2026_01_05,MANA,MANA:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,23,0.24862101585139484,24.862101585139484,1.0809609384843255,13,10,56.52173913043478,1.6102417796208115
2023H2,MANA,MANA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,19,0.06209115779222296,6.209115779222296,0.32679556732748927,10,9,52.63157894736842,1.166878042133887
2024,MANA,MANA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,37,0.14049397361150895,14.049397361150895,0.3797134421932674,20,17,54.054054054054056,1.2941355836725026
2025,MANA,MANA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,42,0.2441302924530424,24.41302924530424,0.5812626010786724,23,19,54.761904761904766,1.3891734477815636
2026_01_05,MANA,MANA:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,27,0.2097012233603337,20.97012233603337,0.7766711976308656,13,14,48.148148148148145,1.639848527111495
2023H2,1000SHIB,1000SHIB:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,39,-0.07085569194315156,-7.0855691943151555,-0.1816812613926963,20,19,51.28205128205128,0.8623215162943724
2024,1000SHIB,1000SHIB:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,122,-0.2338371815658351,-23.383718156583512,-0.19166982095560253,74,48,60.65573770491803,0.9212638364143764
2025,1000SHIB,1000SHIB:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,94,0.5525246340707977,55.252463407079766,0.5877921639051039,47,47,50.0,1.3926977851995288
2026_01_05,1000SHIB,1000SHIB:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,26,-0.10556550158571065,-10.556550158571065,-0.40602115994504095,16,10,61.53846153846154,0.7351010747947702
2023H2,1000SHIB,1000SHIB:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,31,0.2281307334717031,22.81307334717031,0.7359055918442036,17,14,54.83870967741935,1.790068463415836
2024,1000SHIB,1000SHIB:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,88,1.1638013261199087,116.38013261199087,1.3225015069544417,57,31,64.77272727272727,1.847472299655701
2025,1000SHIB,1000SHIB:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,71,-0.3923354399206844,-39.23354399206844,-0.5525851266488513,42,29,59.154929577464785,0.7455781375909057
2026_01_05,1000SHIB,1000SHIB:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,30,-0.5191492871909298,-51.91492871909298,-1.730497623969766,15,15,50.0,0.4327130601447565
2023H2,1000SHIB,1000SHIB:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,59,-0.6761639991696615,-67.61639991696615,-1.1460406765587483,30,29,50.847457627118644,0.5445664850936398
2024,1000SHIB,1000SHIB:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,105,-0.1135460302207858,-11.35460302207858,-0.10813907640074838,58,47,55.23809523809524,0.9452121287303622
2025,1000SHIB,1000SHIB:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,90,0.417605411184514,41.7605411184514,0.46400601242723777,49,41,54.44444444444444,1.2738645869295384
2026_01_05,1000SHIB,1000SHIB:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,31,-0.14707460570503272,-14.707460570503272,-0.4744342119517185,14,17,45.16129032258064,0.6897120054158802
2023H2,1000SHIB,1000SHIB:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,34,0.18440914072674852,18.44091407267485,0.5423798256669075,22,12,64.70588235294117,1.467576416211375
2024,1000SHIB,1000SHIB:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,56,-0.5890922310863749,-58.90922310863749,-1.051950412654241,28,28,50.0,0.6173940363971485
2025,1000SHIB,1000SHIB:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,36,0.23581835041694532,23.581835041694532,0.6550509733804037,22,14,61.111111111111114,1.6243957346138307
2026_01_05,1000SHIB,1000SHIB:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,35,0.4864200859987866,48.642008599878665,1.3897716742822475,19,16,54.285714285714285,2.457267074277569
2023H2,1000SHIB,1000SHIB:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,59,0.634665598223576,63.4665598223576,1.075704403768773,30,29,50.847457627118644,1.4932466279827308
2024,1000SHIB,1000SHIB:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,97,0.4935751487153234,49.35751487153234,0.5088403595003334,40,57,41.23711340206185,1.183566144478928
2025,1000SHIB,1000SHIB:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,114,0.5029230604908902,50.29230604908902,0.44116057937797387,58,56,50.877192982456144,1.2798179971284933
2026_01_05,1000SHIB,1000SHIB:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,50,0.3132404298775887,31.324042987758872,0.6264808597551774,25,25,50.0,1.4499711643526807
2023H2,1000SHIB,1000SHIB:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,50,0.03775524095042393,3.775524095042393,0.07551048190084786,23,27,46.0,1.0532597282866427
2024,1000SHIB,1000SHIB:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,171,1.1081721898806656,110.81721898806656,0.6480539122109156,85,86,49.707602339181285,1.32566839661708
2025,1000SHIB,1000SHIB:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,171,0.4082738261017349,40.82738261017349,0.238756623451307,80,91,46.783625730994146,1.1248253958662584
2026_01_05,1000SHIB,1000SHIB:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,39,-0.36125112105757584,-36.12511210575759,-0.926284925788656,19,20,48.717948717948715,0.47647733218089633
2023H2,1000SHIB,1000SHIB:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,17,-0.33354885224186615,-33.35488522418662,-1.9620520720109773,5,12,29.411764705882355,0.2970573456476079
2024,1000SHIB,1000SHIB:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,27,0.26724263586595187,26.724263586595185,0.9897875402442661,11,16,40.74074074074074,1.3531597846866315
2025,1000SHIB,1000SHIB:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,44,0.20389979920721668,20.389979920721668,0.46340863456185605,24,20,54.54545454545454,1.2617356176795045
2026_01_05,1000SHIB,1000SHIB:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,15,0.07239492243064694,7.239492243064694,0.4826328162043129,7,8,46.666666666666664,1.2842191024194471
2023H2,1000SHIB,1000SHIB:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,21,-0.03838040949744104,-3.8380409497441037,-0.18276385474971923,11,10,52.38095238095239,0.8915296110954763
2024,1000SHIB,1000SHIB:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,50,-0.3161531193686401,-31.61531193686401,-0.6323062387372802,24,26,48.0,0.7934324585661484
2025,1000SHIB,1000SHIB:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,47,0.6405236960562372,64.05236960562371,1.3628163745877386,33,14,70.2127659574468,2.7569287543997922
2026_01_05,1000SHIB,1000SHIB:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,17,-0.13191437740410095,-13.191437740410095,-0.7759669259064761,9,8,52.94117647058824,0.6029038321684926
2023H2,1000SHIB,1000SHIB:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,136,0.5135370535483288,51.35370535483288,0.3776007746678888,65,71,47.794117647058826,1.3738914209715958
2024,1000SHIB,1000SHIB:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,309,1.708975688955214,170.8975688955214,0.5530665660049237,144,165,46.601941747572816,1.2531799063193114
2025,1000SHIB,1000SHIB:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,271,-0.9391378674001092,-93.91378674001092,-0.3465453385240255,126,145,46.494464944649444,0.804619393328869
2026_01_05,1000SHIB,1000SHIB:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,108,0.4632504012194132,46.32504012194132,0.4289355566846419,51,57,47.22222222222222,1.2840076105595883
2023H2,1000SHIB,1000SHIB:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,146,-0.5574121402621892,-55.74121402621892,-0.38178913716588303,61,85,41.78082191780822,0.747269679710372
2024,1000SHIB,1000SHIB:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,261,-1.1101220432402532,-111.01220432402532,-0.4253341161840051,104,157,39.84674329501915,0.8155644711163633
2025,1000SHIB,1000SHIB:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,272,0.5801937741261303,58.019377412613025,0.21330653460519497,123,149,45.220588235294116,1.1318915039060466
2026_01_05,1000SHIB,1000SHIB:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,116,-0.03803143768391726,-3.8031437683917257,-0.03278572214130798,56,60,48.275862068965516,0.9773724668985297
2023H2,1000SHIB,1000SHIB:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,27,0.15192198303539284,15.192198303539284,0.5626740112421957,11,16,40.74074074074074,1.4130102014122128
2024,1000SHIB,1000SHIB:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,54,-0.5725161542590049,-57.251615425900496,-1.0602151004796387,23,31,42.592592592592595,0.5603221296237559
2025,1000SHIB,1000SHIB:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,58,0.025482385438299282,2.548238543829928,0.043935147307412555,29,29,50.0,1.0329128456315901
2026_01_05,1000SHIB,1000SHIB:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,24,0.13441760344008724,13.441760344008724,0.5600733476670301,12,12,50.0,1.4131860257487832
2023H2,1000SHIB,1000SHIB:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,19,0.13757846685032726,13.757846685032726,0.7240971939490909,12,7,63.1578947368421,2.0832143624987602
2024,1000SHIB,1000SHIB:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,39,-0.4652843564045894,-46.528435640458945,-1.193036811293819,17,22,43.58974358974359,0.5324683359283056
2025,1000SHIB,1000SHIB:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,41,-0.2673112009043268,-26.731120090432682,-0.651978538791041,21,20,51.21951219512195,0.7071557260653208
2026_01_05,1000SHIB,1000SHIB:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,17,-0.10754114005384086,-10.754114005384086,-0.6325949414931815,8,9,47.05882352941176,0.6454401097575119
2023H2,1000PEPE,1000PEPE:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,62,0.2741278481007381,27.41278481007381,0.44214169048506147,35,27,56.451612903225815,1.319452013953729
2024,1000PEPE,1000PEPE:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,131,0.3415960340618054,34.15960340618054,0.26076033134488963,74,57,56.48854961832062,1.1094740587500487
2025,1000PEPE,1000PEPE:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,138,0.8102122602231181,81.02122602231181,0.5871103334950131,82,56,59.42028985507246,1.3146290944213932
2026_01_05,1000PEPE,1000PEPE:panic_snapback:long:market_contra:h12:l4,panic_snapback,long,market_contra,12,4.0,27,0.053321335216093946,5.332133521609395,0.19748642672627387,14,13,51.85185185185185,1.1492703897027425
2023H2,1000PEPE,1000PEPE:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,67,-0.8446718648951559,-84.46718648951558,-1.2607042759629192,35,32,52.23880597014925,0.6730781158178578
2024,1000PEPE,1000PEPE:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,144,-0.5763125916524556,-57.63125916524557,-0.40021707753642755,80,64,55.55555555555556,0.8750502645748309
2025,1000PEPE,1000PEPE:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,95,-0.24228961477504285,-24.228961477504285,-0.255041699763203,52,43,54.736842105263165,0.8889358314674896
2026_01_05,1000PEPE,1000PEPE:panic_snapback:short:market_contra:h12:l4,panic_snapback,short,market_contra,12,4.0,39,0.18179362383552533,18.179362383552533,0.46613749701416757,23,16,58.97435897435898,1.2775370225184146
2023H2,1000PEPE,1000PEPE:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,90,-0.13484907070479313,-13.484907070479313,-0.14983230078310347,46,44,51.11111111111111,0.9391549155015207
2024,1000PEPE,1000PEPE:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,164,2.0069108124129484,200.69108124129485,1.2237261051298467,96,68,58.536585365853654,1.4873261323580795
2025,1000PEPE,1000PEPE:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,117,0.8127731953200006,81.27731953200006,0.6946779447179492,63,54,53.84615384615385,1.301530187384216
2026_01_05,1000PEPE,1000PEPE:rsi_reversion:long:local_chop:h24:l4,rsi_reversion,long,local_chop,24,4.0,45,-0.13064841673715044,-13.064841673715044,-0.29032981497144544,21,24,46.666666666666664,0.8505653822864515
2023H2,1000PEPE,1000PEPE:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,79,1.0242100617267385,102.42100617267384,1.2964684325654916,46,33,58.22784810126582,1.9437904048093464
2024,1000PEPE,1000PEPE:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,146,-0.25631665817206883,-25.631665817206883,-0.17555935491237593,72,74,49.31506849315068,0.9376122420479519
2025,1000PEPE,1000PEPE:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,82,-0.03159888032925773,-3.159888032925773,-0.038535219913728935,44,38,53.65853658536586,0.9796208679977854
2026_01_05,1000PEPE,1000PEPE:rsi_reversion:short:local_chop:h24:l4,rsi_reversion,short,local_chop,24,4.0,38,0.40578138629727123,40.57813862972712,1.0678457534138717,23,15,60.526315789473685,1.9257068276725653
2023H2,1000PEPE,1000PEPE:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,55,0.892688850721895,89.26888507218949,1.6230706376761728,21,34,38.18181818181819,1.559079383969982
2024,1000PEPE,1000PEPE:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,120,0.3881494971233874,38.814949712338745,0.3234579142694895,52,68,43.333333333333336,1.0809052916247373
2025,1000PEPE,1000PEPE:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,137,0.3581445419639795,35.814454196397946,0.2614193736963354,63,74,45.98540145985402,1.1188504278868683
2026_01_05,1000PEPE,1000PEPE:micro_momentum:long:market_chop:h18:l5,micro_momentum,long,market_chop,18,5.0,44,-0.23570218943885723,-23.570218943885724,-0.5356867941792209,20,24,45.45454545454545,0.7795887613139949
2023H2,1000PEPE,1000PEPE:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,77,0.7026011581929992,70.26011581929991,0.9124690366142847,39,38,50.649350649350644,1.4797157260402853
2024,1000PEPE,1000PEPE:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,182,0.9326418463384416,93.26418463384417,0.5124405749112316,91,91,50.0,1.1427501770246054
2025,1000PEPE,1000PEPE:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,196,-0.20578336115668394,-20.578336115668392,-0.1049915107942265,88,108,44.89795918367347,0.963499191506087
2026_01_05,1000PEPE,1000PEPE:micro_momentum:short:market_chop:h18:l5,micro_momentum,short,market_chop,18,5.0,55,-0.20070415786834772,-20.070415786834772,-0.3649166506697231,26,29,47.27272727272727,0.8158495440289815
2023H2,1000PEPE,1000PEPE:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,27,-0.22436662657330575,-22.436662657330576,-0.8309875058270584,10,17,37.03703703703704,0.7697302738010692
2024,1000PEPE,1000PEPE:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,41,0.7255505267672918,72.55505267672918,1.769635431139736,22,19,53.65853658536586,1.5742328550563445
2025,1000PEPE,1000PEPE:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,47,0.9001295693247802,90.01295693247802,1.9151692964357026,24,23,51.06382978723404,1.8364770517855182
2026_01_05,1000PEPE,1000PEPE:vwap_reclaim:long:market_contra:h18:l5,vwap_reclaim,long,market_contra,18,5.0,19,-0.3562213795208191,-35.622137952081914,-1.8748493658990477,8,11,42.10526315789473,0.507354500730787
2023H2,1000PEPE,1000PEPE:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,30,0.3452399376999299,34.52399376999299,1.1507997923330995,17,13,56.666666666666664,1.8519723698849637
2024,1000PEPE,1000PEPE:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,49,1.0249597072601795,102.49597072601794,2.091754504612611,31,18,63.26530612244898,1.7534813569136638
2025,1000PEPE,1000PEPE:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,65,-0.11864610615156868,-11.864610615156867,-0.18253247100241335,32,33,49.23076923076923,0.9205461588517493
2026_01_05,1000PEPE,1000PEPE:vwap_reclaim:short:market_contra:h18:l5,vwap_reclaim,short,market_contra,18,5.0,17,-0.2917691313735643,-29.17691313735643,-1.71628900807979,7,10,41.17647058823529,0.350798317384539
2023H2,1000PEPE,1000PEPE:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,151,1.3400238718257893,134.00238718257893,0.8874330276991983,62,89,41.05960264900662,1.318265107798653
2024,1000PEPE,1000PEPE:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,359,4.402472086157799,440.24720861577987,1.2263153443336485,174,185,48.467966573816156,1.3615115400403972
2025,1000PEPE,1000PEPE:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,322,-1.7126732051149776,-171.26732051149776,-0.5318860885450241,138,184,42.857142857142854,0.8014540701476759
2026_01_05,1000PEPE,1000PEPE:range_breakout:long:market_aligned:h24:l4,range_breakout,long,market_aligned,24,4.0,105,0.14340611666126835,14.340611666126835,0.1365772539631127,48,57,45.714285714285715,1.0728375192032709
2023H2,1000PEPE,1000PEPE:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,172,-1.551045493940891,-155.1045493940891,-0.9017706360121459,73,99,42.44186046511628,0.7112156878519827
2024,1000PEPE,1000PEPE:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,300,-3.035261569741824,-303.5261569741824,-1.011753856580608,142,158,47.333333333333336,0.7172618093097428
2025,1000PEPE,1000PEPE:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,334,1.147821134340572,114.7821134340572,0.34365902225765627,161,173,48.20359281437126,1.1396670806664757
2026_01_05,1000PEPE,1000PEPE:range_breakout:short:market_aligned:h24:l4,range_breakout,short,market_aligned,24,4.0,131,-0.7742895148076672,-77.42895148076671,-0.5910606983264635,49,82,37.404580152671755,0.716195644912337
2023H2,1000PEPE,1000PEPE:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,19,0.3604672455536444,36.04672455536444,1.8971960292297074,10,9,52.63157894736842,2.0701852881193625
2024,1000PEPE,1000PEPE:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,58,0.36248022980668715,36.248022980668715,0.6249659134598055,27,31,46.55172413793103,1.2559098056418014
2025,1000PEPE,1000PEPE:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,56,0.11370728287176712,11.370728287176712,0.20304871941386987,28,28,50.0,1.0887999213737212
2026_01_05,1000PEPE,1000PEPE:stoch_turn:long:local_trend:h24:l4,stoch_turn,long,local_trend,24,4.0,16,0.5367198941519717,53.671989415197174,3.3544993384498234,12,4,75.0,8.328437492642184
2023H2,1000PEPE,1000PEPE:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,28,-0.9778446770714591,-97.78446770714591,-3.4923024181123536,11,17,39.285714285714285,0.2552299140063462
2024,1000PEPE,1000PEPE:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,52,0.7677137257317868,76.77137257317868,1.4763725494842053,29,23,55.769230769230774,1.732559896985093
2025,1000PEPE,1000PEPE:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,62,-0.05302317584562344,-5.302317584562344,-0.08552125136390877,31,31,50.0,0.9560702543002703
2026_01_05,1000PEPE,1000PEPE:stoch_turn:short:local_trend:h24:l4,stoch_turn,short,local_trend,24,4.0,21,-0.1013358606117305,-10.13358606117305,-0.48255171719871665,8,13,38.095238095238095,0.635565883399188
