rank,scope,template,side,regime,hold,leverage,tp,sl,trades,trades_per_day,total_profit,daily,min_slice_daily,min_slice_trades_per_day,positive_slices,winrate,pf,max_dd,p2024,d2024,tpd2024,p2025,d2025,tpd2025,p2026,d2026,tpd2026,robust_score,params
138,BNB,vwap_stretch_reversion,short,market_aligned,8,5.0,0.0,0.0,14,0.015283842794759825,-0.08049314447364986,-9.160909975947096e-05,-0.00014379061112490543,0.015060240963855422,1,0.42857142857142855,0.3394880736373915,0.0794363613863579,-0.046620192020114914,-0.00014379061112490543,0.015060240963855422,-0.013895593006197027,-6.0574098386001474e-05,0.025974025974025976,0.0027879287104988215,0.0027879287104988215,1.0,-0.27651340250436907,"atr_ceiling=0.03,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
139,OP,vwap_stretch_reversion,long,market_aligned,8,5.0,0.0,0.0,13,0.01434878587196468,0.0220711701717502,2.4096457522215786e-05,-0.0004937480776896486,0.022988505747126436,1,0.46153846153846156,1.3715723989998578,0.02422773880632101,0.03896870560558341,0.00010985830966703247,0.022988505747126436,-0.013196953011088142,-0.0001925148953901834,0.028985507246376812,-0.0014805129919456261,-0.0004937480776896486,0.6666666666666666,-0.2766037840275879,"atr_ceiling=0.018,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=1.8"
140,OP,vwap_stretch_reversion,long,market_aligned,8,5.0,0.0,0.0,13,0.01434878587196468,0.0220711701717502,2.4096457522215786e-05,-0.0004937480776896486,0.022988505747126436,1,0.46153846153846156,1.3715723989998578,0.02422773880632101,0.03896870560558341,0.00010985830966703247,0.022988505747126436,-0.013196953011088142,-0.0001925148953901834,0.028985507246376812,-0.0014805129919456261,-0.0004937480776896486,0.6666666666666666,-0.2766037840275879,"atr_ceiling=0.03,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=1.8"
141,TRX,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,8,0.011544011544011544,-0.02369667102955031,-3.460539396704654e-05,-0.0002962298391463447,0.023255813953488372,1,0.25,0.768653514562401,0.05907648131789622,0.028791573867674725,0.00022006207223501661,0.023255813953488372,-0.044600931944494215,-0.0002962298391463447,0.025974025974025976,0.0,0.0,0.0,-0.2858557647578675,"atr_ceiling=0.018,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
142,TRX,vwap_stretch_reversion,short,market_chop,12,5.0,0.0,0.0,8,0.011544011544011544,-0.02369667102955031,-3.460539396704654e-05,-0.0002962298391463447,0.023255813953488372,1,0.25,0.768653514562401,0.05907648131789622,0.028791573867674725,0.00022006207223501661,0.023255813953488372,-0.044600931944494215,-0.0002962298391463447,0.025974025974025976,0.0,0.0,0.0,-0.2858557647578675,"atr_ceiling=0.03,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
143,TRX,vwap_stretch_reversion,long,market_chop,12,5.0,0.0,0.0,11,0.018835616438356163,-0.0667033059823936,-0.00011819871375418067,-0.0002014093371363046,0.021505376344086023,1,0.36363636363636365,0.2791227117373339,0.07361521690310557,-0.03677274625423166,-0.0002014093371363046,0.021505376344086023,-0.031130029852486363,-0.0001939987615844352,0.03680981595092025,5.8648708463726607e-05,5.8648708463726607e-05,1.0,-0.28871489144736734,"atr_ceiling=0.018,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
144,TRX,vwap_stretch_reversion,long,market_chop,12,5.0,0.0,0.0,11,0.018835616438356163,-0.0667033059823936,-0.00011819871375418067,-0.0002014093371363046,0.021505376344086023,1,0.36363636363636365,0.2791227117373339,0.07361521690310557,-0.03677274625423166,-0.0002014093371363046,0.021505376344086023,-0.031130029852486363,-0.0001939987615844352,0.03680981595092025,5.8648708463726607e-05,5.8648708463726607e-05,1.0,-0.28871489144736734,"atr_ceiling=0.03,atr_floor=0.0006,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
145,SUI,vwap_stretch_reversion,short,market_aligned,3,5.0,0.0,0.0,24,0.023809523809523808,-0.0007477001391613669,-7.420431833438101e-07,-0.0004033555504484587,0.0273972602739726,1,0.3333333333333333,1.013815529956469,0.05809420348373395,-0.01478522747839961,-4.64027190267835e-05,0.037383177570093455,0.009279985942939328,3.163471757483549e-05,0.0273972602739726,-0.0004033555504484587,-0.0004033555504484587,1.0,-0.2926977385153753,"atr_ceiling=0.018,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=1.8"
146,SUI,vwap_stretch_reversion,short,market_aligned,3,5.0,0.0,0.0,24,0.023809523809523808,-0.0007477001391613669,-7.420431833438101e-07,-0.0004033555504484587,0.0273972602739726,1,0.3333333333333333,1.013815529956469,0.05809420348373395,-0.01478522747839961,-4.64027190267835e-05,0.037383177570093455,0.009279985942939328,3.163471757483549e-05,0.0273972602739726,-0.0004033555504484587,-0.0004033555504484587,1.0,-0.2926977385153753,"atr_ceiling=0.03,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.002,rsi_2=10,volume_mult=0.7,z_entry=1.8"
147,SUI,vwap_stretch_reversion,short,market_aligned,3,5.0,0.0,0.0,20,0.01984126984126984,9.853496465517253e-05,9.774813025664741e-08,-0.0004033555504484587,0.023972602739726026,1,0.35,1.020022064107861,0.05809420348373395,-0.028083091021834816,-9.655453412815707e-05,0.030508474576271188,0.0239554765072143,8.107536073964638e-05,0.023972602739726026,-0.0004033555504484587,-0.0004033555504484587,1.0,-0.30236436219731017,"atr_ceiling=0.018,atr_floor=0.0012,bb_width=0.0025,close_pos=0.35,macro_limit=0.055,min_dist=0.0035,rsi_2=10,volume_mult=0.7,z_entry=1.8"
