window,strategy,pair,base,side,enter_tag,open_date,close_date,profit_abs,profit_ratio_pct,duration_min,leverage
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,OP/USDT:USDT,OP,long,s10_01_op_maoff_l_mc_h12m_l5,2023-06-03 01:29:00+00:00,2023-06-03 01:41:00+00:00,-71.8971305,-1.4372245268996255,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-06-06 12:13:00+00:00,2023-06-06 12:16:00+00:00,-48.0457739,-0.9604374663025876,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XRP/USDT:USDT,XRP,short,s9_10_xrp_rsi_s_mx_h24_l4,2023-06-06 19:56:00+00:00,2023-06-06 21:56:00+00:00,-76.86804801,-1.5381317033142947,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-07 00:06:00+00:00,2023-06-07 02:06:00+00:00,162.3544506,3.248797707472829,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-06-07 14:41:00+00:00,2023-06-07 16:41:00+00:00,-223.9059078,-4.475989430034147,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,short,s9_16_ltc_vwap_s_lc_h18_l5,2023-06-10 00:06:00+00:00,2023-06-10 01:36:00+00:00,165.82790169,3.3182191903760696,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-06-10 04:31:00+00:00,2023-06-10 06:31:00+00:00,-16.1361123,-0.32256774589125997,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,ETC/USDT:USDT,ETC,long,s10_02_etc_maoff_l_mchop_h18m_l5,2023-06-10 08:02:00+00:00,2023-06-10 08:20:00+00:00,165.71689688,3.31268994478026,18,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,OP/USDT:USDT,OP,long,s10_01_op_maoff_l_mc_h12m_l5,2023-06-11 03:48:00+00:00,2023-06-11 04:00:00+00:00,37.67756737,0.7531769231441132,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-06-12 02:24:00+00:00,2023-06-12 02:27:00+00:00,-335.74812431,-6.711626514372596,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-06-12 02:31:00+00:00,2023-06-12 04:31:00+00:00,112.3812795,2.2465588397854055,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,OP/USDT:USDT,OP,long,s10_01_op_maoff_l_mc_h12m_l5,2023-06-13 15:04:00+00:00,2023-06-13 15:16:00+00:00,-9.5510933,-0.19092644113663004,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-06-15 08:11:00+00:00,2023-06-15 09:41:00+00:00,-219.8472743,-4.394792622403707,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,OP/USDT:USDT,OP,long,s10_01_op_maoff_l_mc_h12m_l5,2023-06-16 14:48:00+00:00,2023-06-16 15:00:00+00:00,355.62471144,7.108959368274061,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,long,s11_05_xtz_vstretch_l_mchop_h8m_l5,2023-06-16 19:10:00+00:00,2023-06-16 19:18:00+00:00,9.80152035,0.195932674331358,8,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-17 20:36:00+00:00,2023-06-17 22:36:00+00:00,-8.0286492,-0.16065466176103307,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-06-18 03:36:00+00:00,2023-06-18 05:36:00+00:00,7.48625625,0.14980017481268107,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-18 06:06:00+00:00,2023-06-18 08:06:00+00:00,-482.9705184,-9.66426722976873,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-06-20 15:41:00+00:00,2023-06-20 17:11:00+00:00,281.3130747,5.623474017535406,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XRP/USDT:USDT,XRP,short,s9_10_xrp_rsi_s_mx_h24_l4,2023-06-20 18:16:00+00:00,2023-06-20 20:16:00+00:00,-52.8301536,-1.0571323397547832,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XRP/USDT:USDT,XRP,short,s9_10_xrp_rsi_s_mx_h24_l4,2023-06-21 01:16:00+00:00,2023-06-21 03:16:00+00:00,96.43055162,1.9295763451549213,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-21 06:01:00+00:00,2023-06-21 08:01:00+00:00,40.4659725,0.8097548804028132,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-21 08:06:00+00:00,2023-06-21 10:06:00+00:00,-58.056856,-1.1617274470681882,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-21 10:31:00+00:00,2023-06-21 12:31:00+00:00,9.94279815,0.1989567767151158,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-21 15:26:00+00:00,2023-06-21 17:26:00+00:00,58.8594094,1.1778477474031133,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-21 23:26:00+00:00,2023-06-22 01:26:00+00:00,-25.2851649,-0.505958208898427,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-23 12:36:00+00:00,2023-06-23 14:36:00+00:00,165.8287568,3.3183486034194374,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-23 15:11:00+00:00,2023-06-23 17:11:00+00:00,-613.423004,-12.275554871969357,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,OP/USDT:USDT,OP,long,s10_01_op_maoff_l_mc_h12m_l5,2023-06-24 21:15:00+00:00,2023-06-24 21:27:00+00:00,158.00082922,3.1584519388143875,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-25 04:16:00+00:00,2023-06-25 06:16:00+00:00,66.7803975,1.3363849900568618,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-06-25 07:26:00+00:00,2023-06-25 08:56:00+00:00,358.96810005,7.175785629643807,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-06-25 10:36:00+00:00,2023-06-25 12:06:00+00:00,10.65474508,0.2129885893737526,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_24_mkr_vwap_s_mchop_h12_l5,2023-06-26 00:31:00+00:00,2023-06-26 01:31:00+00:00,294.6238992,5.895465125719185,60,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-06-26 13:16:00+00:00,2023-06-26 15:16:00+00:00,-93.92841175,-1.8795111841635102,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,ETC/USDT:USDT,ETC,long,s10_02_etc_maoff_l_mchop_h18m_l5,2023-06-26 20:32:00+00:00,2023-06-26 20:50:00+00:00,-26.35847812,-0.5269086857180371,18,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-06-27 09:06:00+00:00,2023-06-27 11:06:00+00:00,-119.05712,-2.3823793084661142,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-27 14:11:00+00:00,2023-06-27 16:11:00+00:00,288.4899694,5.772686163816895,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XLM/USDT:USDT,XLM,long,s9_04_xlm_panic_l_mc_h12_l4,2023-06-28 02:56:00+00:00,2023-06-28 03:56:00+00:00,-78.3477717,-1.5661754645152612,60,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-06-28 17:38:00+00:00,2023-06-28 17:41:00+00:00,-4.33208499,-0.08659855339418777,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-06-28 17:41:00+00:00,2023-06-28 19:41:00+00:00,-633.0203364,-12.654206230218223,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-29 06:46:00+00:00,2023-06-29 08:46:00+00:00,-206.95516875,-4.141331850257782,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-06-29 09:46:00+00:00,2023-06-29 11:46:00+00:00,-1046.16394525,-20.934144049979494,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-06-29 20:06:00+00:00,2023-06-29 22:06:00+00:00,161.2029726,3.225674933197517,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-06-30 08:16:00+00:00,2023-06-30 09:46:00+00:00,1314.0209028,26.267860100215056,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-07-01 04:18:00+00:00,2023-07-01 04:21:00+00:00,-62.80946248,-1.2555666558625358,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_24_mkr_vwap_s_mchop_h12_l5,2023-07-01 09:01:00+00:00,2023-07-01 10:01:00+00:00,-0.5558098,-0.01112210148563165,60,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-07-01 19:01:00+00:00,2023-07-01 21:01:00+00:00,-19.9999364,-0.400200100050025,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-07-02 03:39:00+00:00,2023-07-02 03:42:00+00:00,-36.72342192,-0.7341032496856295,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-02 10:36:00+00:00,2023-07-02 12:06:00+00:00,866.116939,17.314180587431405,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-07-03 04:51:00+00:00,2023-07-03 06:21:00+00:00,-238.99447936,-4.7775141832452315,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-07-03 15:06:00+00:00,2023-07-03 17:06:00+00:00,120.74999,2.416213968649037,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-07-04 09:16:00+00:00,2023-07-04 10:46:00+00:00,30.79117794,0.615516969396965,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,short,s9_16_ltc_vwap_s_lc_h18_l5,2023-07-04 17:41:00+00:00,2023-07-04 19:11:00+00:00,301.47240832,6.032477361186653,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-05 03:51:00+00:00,2023-07-05 05:21:00+00:00,140.3931712,2.8065397649184636,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-07-05 09:31:00+00:00,2023-07-05 11:31:00+00:00,-576.6342167,-11.526994012340227,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-07 02:36:00+00:00,2023-07-07 04:06:00+00:00,202.310952,4.044304358252989,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-07-07 12:31:00+00:00,2023-07-07 14:01:00+00:00,253.23171975,5.062104396246051,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-08 00:26:00+00:00,2023-07-08 02:26:00+00:00,47.04191605,0.941389591385402,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-08 01:51:00+00:00,2023-07-08 03:21:00+00:00,532.4300037,10.643473380641048,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-08 17:16:00+00:00,2023-07-08 19:16:00+00:00,168.5259442,3.372361598965903,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-07-08 21:46:00+00:00,2023-07-08 23:46:00+00:00,-119.059044,-2.3823793084661142,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-08 23:41:00+00:00,2023-07-09 01:41:00+00:00,-7.0819029,-0.14171062290344658,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-10 14:56:00+00:00,2023-07-10 16:56:00+00:00,96.992265,1.940990299931406,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-10 18:46:00+00:00,2023-07-10 20:46:00+00:00,-97.035321,-1.941791630156331,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-07-10 22:05:00+00:00,2023-07-10 22:08:00+00:00,27.10613739,0.5418518975315805,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-11 07:21:00+00:00,2023-07-11 09:21:00+00:00,41.098764,0.8223959307898225,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-11 23:31:00+00:00,2023-07-12 01:31:00+00:00,-198.18312255,-3.96576916426551,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,short,s9_16_ltc_vwap_s_lc_h18_l5,2023-07-12 06:36:00+00:00,2023-07-12 08:06:00+00:00,-133.50283333,-2.671393536057432,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-12 12:11:00+00:00,2023-07-12 14:11:00+00:00,-15.6079952,-0.3123255910847995,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-12 23:46:00+00:00,2023-07-13 01:16:00+00:00,-355.230766,-7.101075013154215,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XLM/USDT:USDT,XLM,long,s9_04_xlm_panic_l_mc_h12_l4,2023-07-14 07:36:00+00:00,2023-07-14 08:36:00+00:00,510.63285133,10.207599403635717,60,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,long,s11_02_sol_vstretch_l_mchop_h12m_l5,2023-07-14 16:25:00+00:00,2023-07-14 16:37:00+00:00,-251.8609396,-5.035098650141672,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-15 07:46:00+00:00,2023-07-15 09:16:00+00:00,399.10336575,7.978085775262699,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-15 09:21:00+00:00,2023-07-15 10:51:00+00:00,-109.4735748,-2.1883919433116437,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,ETC/USDT:USDT,ETC,long,s11_03_etc_vstretch_l_mchop_h12m_l5,2023-07-15 13:03:00+00:00,2023-07-15 13:15:00+00:00,-63.8245764,-1.2758536828540359,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XLM/USDT:USDT,XLM,long,s10_06_xlm_maoff_l_ma_h12m_l5,2023-07-15 19:26:00+00:00,2023-07-15 19:38:00+00:00,-111.23619578,-2.22361784825817,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-07-15 18:41:00+00:00,2023-07-15 20:41:00+00:00,-19.9999873,-0.400200100050025,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-07-16 00:31:00+00:00,2023-07-16 02:31:00+00:00,-241.7905035,-4.833573520598456,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-16 07:06:00+00:00,2023-07-16 08:36:00+00:00,405.0739553,8.097592213087383,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-16 13:41:00+00:00,2023-07-16 15:41:00+00:00,-124.377594,-2.488817283756944,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XRP/USDT:USDT,XRP,long,s10_03_xrp_maoff_l_ma_h18m_l5,2023-07-16 15:41:00+00:00,2023-07-16 15:59:00+00:00,-31.48764696,-0.6294399210883977,18,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-17 16:21:00+00:00,2023-07-17 17:51:00+00:00,-512.1128496,-10.237413522564784,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,DOGE/USDT:USDT,DOGE,short,s11_04_doge_vstretch_s_mchop_h12m_l5,2023-07-17 19:17:00+00:00,2023-07-17 19:29:00+00:00,-14.11869191,-0.2825150975559706,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-18 01:06:00+00:00,2023-07-18 03:06:00+00:00,-60.91331845,-1.2189262948305835,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,short,s9_08_xtz_rsi_s_lc_h24_l4,2023-07-18 18:31:00+00:00,2023-07-18 20:31:00+00:00,148.9622823,2.98074248221819,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-19 03:16:00+00:00,2023-07-19 05:16:00+00:00,61.1053644,1.2228184782242242,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-07-20 03:21:00+00:00,2023-07-20 04:51:00+00:00,-0.47153145,-0.00942594201610483,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_24_mkr_vwap_s_mchop_h12_l5,2023-07-20 05:26:00+00:00,2023-07-20 06:26:00+00:00,-270.906636,-5.420898651572977,60,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XTZ/USDT:USDT,XTZ,long,s11_05_xtz_vstretch_l_mchop_h8m_l5,2023-07-20 10:51:00+00:00,2023-07-20 10:59:00+00:00,-136.6756797,-2.7321534763344584,8,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-07-21 04:36:00+00:00,2023-07-21 06:06:00+00:00,-216.93246773,-4.336491174702504,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,short,s9_16_ltc_vwap_s_lc_h18_l5,2023-07-21 11:21:00+00:00,2023-07-21 12:51:00+00:00,-95.5264208,-1.911486054273205,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-21 15:31:00+00:00,2023-07-21 17:31:00+00:00,51.3267678,1.0270654367350602,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XLM/USDT:USDT,XLM,long,s10_06_xlm_maoff_l_ma_h12m_l5,2023-07-22 00:33:00+00:00,2023-07-22 00:45:00+00:00,3.68828667,0.07372892199135793,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,XLM/USDT:USDT,XLM,long,s10_06_xlm_maoff_l_ma_h12m_l5,2023-07-22 01:08:00+00:00,2023-07-22 01:20:00+00:00,-52.235129,-1.0441820188552708,12,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-21 23:56:00+00:00,2023-07-22 01:56:00+00:00,-142.73055585,-2.8561932710381557,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-22 03:26:00+00:00,2023-07-22 05:26:00+00:00,196.2131704,3.926446088125878,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SUI/USDT:USDT,SUI,long,s9_25_sui_vwap_l_lc_h18_l5,2023-07-22 18:21:00+00:00,2023-07-22 19:51:00+00:00,-6.91668629,-0.13826492456478376,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-23 15:36:00+00:00,2023-07-23 17:06:00+00:00,-357.71403855,-7.15082583819797,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-23 16:56:00+00:00,2023-07-23 18:56:00+00:00,-206.040002,-4.123061851541353,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-07-24 09:56:00+00:00,2023-07-24 11:56:00+00:00,60.7428954,1.2142803381921272,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-25 05:41:00+00:00,2023-07-25 07:11:00+00:00,6.9298266,0.13853058866696627,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,short,s9_16_ltc_vwap_s_lc_h18_l5,2023-07-25 07:11:00+00:00,2023-07-25 08:41:00+00:00,-97.98800109,-1.9607446821053625,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,long,s9_11_mkr_micro_l_mchop_h18_l5,2023-07-27 23:31:00+00:00,2023-07-28 01:01:00+00:00,45.75391045,0.914657653153859,90,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,SOL/USDT:USDT,SOL,short,s9_02_sol_panic_s_mc_h24_l4,2023-07-28 14:36:00+00:00,2023-07-28 16:36:00+00:00,-104.7138932,-2.095455780294685,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,MKR/USDT:USDT,MKR,short,s9_07_mkr_range_s_mc_h24_l4,2023-07-30 12:41:00+00:00,2023-07-30 14:41:00+00:00,-65.74083825,-1.3155087712546167,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,LTC/USDT:USDT,LTC,long,s10_07_ltc_maoff_l_mc_h3m_l5,2023-07-30 19:51:00+00:00,2023-07-30 19:54:00+00:00,-108.25560239,-2.1640351364440744,3,5.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,AAVE/USDT:USDT,AAVE,long,s9_01_aave_panic_l_mc_h24_l4,2023-07-30 20:16:00+00:00,2023-07-30 22:16:00+00:00,349.1686716,6.980074744302867,120,4.0
2023H2_oos,Intp20Stage12XtzCoreRocFilterStrategy,OP/USDT:USDT,OP,long,s10_01_op_maoff_l_mc_h12m_l5,2023-07-31 07:16:00+00:00,2023-07-31 07:28:00+00:00,113.66162149,2.2721051910154424,12,5.0
