rank,scope,template,side,hold,leverage,tp,sl,trades,trades_per_day,total_profit,daily,min_slice_daily,min_slice_trades_per_day,positive_slices,winrate,pf,max_dd,p2024,d2024,tpd2024,p2025,d2025,tpd2025,p2026,d2026,tpd2026,robust_score,params
25,MKR,vwap_reclaim,short,6,4.0,0.0,0.0,171,0.20853658536585365,0.7809676863569439,0.0007040975904215596,0.0,0.2066115702479339,2,0.5380116959064327,1.3286865594342308,0.28776689637692265,0.1883319445189049,0.0004917179946737349,0.2336182336182336,0.23030202822127444,0.0008568118563923033,0.2066115702479339,0.0,0.0,0.0,0.03788080321414802,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
26,MKR,vwap_reclaim,short,6,4.0,0.0,0.0,171,0.20853658536585365,0.7809676863569439,0.0007040975904215596,0.0,0.2066115702479339,2,0.5380116959064327,1.3286865594342308,0.28776689637692265,0.1883319445189049,0.0004917179946737349,0.2336182336182336,0.23030202822127444,0.0008568118563923033,0.2066115702479339,0.0,0.0,0.0,0.03788080321414802,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
27,MKR,mean_reversion,short,3,4.0,0.0,0.0,27,0.03543307086614173,0.16832309705362114,0.00020418025184887334,0.0,0.03361344537815126,2,0.4074074074074074,1.6211334707401281,0.13173862468141317,0.06423348120535866,0.00017439841031197112,0.03361344537815126,0.06223404188247805,0.00028891386614060544,0.04784688995215311,0.0,0.0,0.0,0.029793391611263154,"atr_floor=0.0025,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
28,MKR,mean_reversion,short,3,4.0,0.0,0.0,27,0.03543307086614173,0.16832309705362114,0.00020418025184887334,0.0,0.03361344537815126,2,0.4074074074074074,1.6211334707401281,0.13173862468141317,0.06423348120535866,0.00017439841031197112,0.03361344537815126,0.06223404188247805,0.00028891386614060544,0.04784688995215311,0.0,0.0,0.0,0.029793391611263154,"atr_floor=0.0045,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
29,OP,mean_reversion,long,12,4.0,0.0,0.0,79,0.07362534948741846,0.525031561669405,0.0003933812739989051,1.2540895386381479e-05,0.056338028169014086,3,0.5949367088607594,1.3921558266405394,0.358533363364856,0.5741433412379167,0.001278876824110542,0.07887323943661972,0.003958170222160495,1.2540895386381479e-05,0.08571428571428572,0.043229628581636925,0.00029808183600144034,0.056338028169014086,0.014890275598591407,"atr_floor=0.0025,band_pad=0.998,bb_width=0.012,rsi_long=42,rsi_short=58,volume_mult=0.6"
30,TRX,wick_reversal,long,3,4.0,0.0,0.0,54,0.049723756906077346,-0.009490651964779606,-8.780785753281783e-06,-5.33866613933176e-05,0.024,2,0.5370370370370371,0.9959606069987115,0.09076182773901842,-0.014679687151348264,-5.33866613933176e-05,0.09386281588447654,0.010903268818181155,3.6269074914052624e-05,0.06354515050167224,0.007682952563824008,6.123058641338552e-05,0.024,-0.01052604308107144,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
31,BTC,mean_reversion,short,3,4.0,0.0,0.0,27,0.031141868512110725,0.15005994259567168,0.00016127490076089934,-5.752972913020127e-05,0.030100334448160536,2,0.48148148148148145,1.7591199388589345,0.13411981730414668,0.09919534700189137,0.00041673178390433385,0.05286343612334802,-0.01705477613852102,-5.752972913020127e-05,0.030100334448160536,0.06461796512978735,0.0010991302087017818,0.08771929824561403,-0.01828686130950477,"atr_floor=0.0025,band_pad=0.998,bb_width=0.012,rsi_long=42,rsi_short=58,volume_mult=0.6"
32,TRX,vwap_reclaim,long,6,4.0,0.0,0.0,85,0.0804162724692526,0.002737486831145608,2.5863294923489377e-06,-1.5183420875475306e-05,0.027522935779816515,2,0.5529411764705883,1.0363918176832168,0.13383990085986008,0.05416191449473606,0.0001494334229461547,0.0764872521246459,0.02105785266804916,6.5740963137495e-05,0.12933753943217666,-0.0016536366734871688,-1.5183420875475306e-05,0.027522935779816515,-0.0372773275599306,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
33,OP,mean_reversion,long,12,4.0,0.0,0.0,58,0.054924242424242424,0.7230952032380806,0.0005154000176343931,-1.516258785116964e-05,0.05367231638418079,2,0.6206896551724138,1.6146341308434302,0.26365878885705585,0.6311003376478805,0.0013830313285254636,0.05367231638418079,-0.004764863232839978,-1.516258785116964e-05,0.06031746031746032,0.08107565700837993,0.0006188940088509565,0.05555555555555555,-0.04920799949062979,"atr_floor=0.0025,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
34,OP,mean_reversion,long,12,4.0,0.0,0.0,58,0.054924242424242424,0.7230952032380806,0.0005154000176343931,-1.516258785116964e-05,0.05367231638418079,2,0.6206896551724138,1.6146341308434302,0.26365878885705585,0.6311003376478805,0.0013830313285254636,0.05367231638418079,-0.004764863232839978,-1.516258785116964e-05,0.06031746031746032,0.08107565700837993,0.0006188940088509565,0.05555555555555555,-0.04920799949062979,"atr_floor=0.0045,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
35,XRP,mean_reversion,long,24,4.0,0.0,0.0,50,0.04995004995004995,1.4945335582822827,0.0009136056561986905,-0.0002531021597617089,0.050156739811912224,2,0.5,2.1179655123711525,0.30789048608983516,0.8225876473613911,0.0018834557282056963,0.050156739811912224,0.6743704450894887,0.001517141581743875,0.06470588235294118,-0.015073294985155417,-0.0002531021597617089,0.11666666666666667,-0.08666383344780682,"atr_floor=0.0025,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
36,XRP,mean_reversion,long,24,4.0,0.0,0.0,50,0.04995004995004995,1.4945335582822827,0.0009136056561986905,-0.0002531021597617089,0.050156739811912224,2,0.5,2.1179655123711525,0.30789048608983516,0.8225876473613911,0.0018834557282056963,0.050156739811912224,0.6743704450894887,0.001517141581743875,0.06470588235294118,-0.015073294985155417,-0.0002531021597617089,0.11666666666666667,-0.08666383344780682,"atr_floor=0.0045,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
37,BTC,mean_reversion,short,6,4.0,0.0,0.0,27,0.031141868512110725,0.12060525371833797,0.00013134535451109208,-0.00018895159313936372,0.030100334448160536,2,0.48148148148148145,1.5303514380931582,0.13199768369362042,0.1561829046580867,0.0006395170900663771,0.05286343612334802,-0.054935277650976055,-0.00018895159313936372,0.030100334448160536,0.02834487870947977,0.0004904815782871275,0.08771929824561403,-0.09594866427268728,"atr_floor=0.0025,band_pad=0.998,bb_width=0.012,rsi_long=42,rsi_short=58,volume_mult=0.6"
38,ETC,breakout,short,24,4.0,0.0,0.0,451,0.41720629047178537,1.9794204003529083,0.0010104350164032994,0.0006520808007477452,0.35,3,0.4789356984478936,1.2532020192889906,0.909786170356593,0.6103975811197744,0.0013207636663263855,0.43490304709141275,1.8623105340819697,0.003061739141181574,0.6308139534883721,0.09555552170661441,0.0006520808007477452,0.35,-0.10369263661725318,"atr_ceiling=0.03,atr_floor=0.0045,rsi_max=70,rsi_min=48,volume_mult=0.8"
39,ETC,breakout,short,24,4.0,0.0,0.0,451,0.41720629047178537,1.9794204003529083,0.0010104350164032994,0.0006520808007477452,0.35,3,0.4789356984478936,1.2532020192889906,0.909786170356593,0.6103975811197744,0.0013207636663263855,0.43490304709141275,1.8623105340819697,0.003061739141181574,0.6308139534883721,0.09555552170661441,0.0006520808007477452,0.35,-0.10369263661725318,"atr_ceiling=0.055,atr_floor=0.0045,rsi_max=70,rsi_min=48,volume_mult=0.8"
40,ETH,vwap_reclaim,long,24,4.0,0.0,0.0,160,0.1478743068391867,1.8668882211157785,0.0009738816766837743,-0.00013131180805581177,0.1588235294117647,2,0.5625,1.4200229816272765,0.4020667553270624,1.4380931474230114,0.0026246626377872673,0.1588235294117647,-0.04592473261284846,-0.00013131180805581177,0.164804469273743,0.02339442620799148,0.00016060297184994354,0.16666666666666666,-0.12421355188910936,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
41,XLM,mean_reversion,long,6,4.0,0.0,0.0,58,0.054104477611940295,0.24316567670859368,0.00020306267733127825,-0.00010260908199144492,0.05714285714285714,2,0.4827586206896552,1.401794800801032,0.21830084577957376,-0.03428727764563444,-0.00010260908199144492,0.058823529411764705,0.4002112232680799,0.0009622429418378875,0.05714285714285714,0.06981269729519979,0.0004591773889561779,0.061224489795918366,-0.12943294039411266,"atr_floor=0.0025,band_pad=0.998,bb_width=0.012,rsi_long=42,rsi_short=58,volume_mult=0.6"
42,XLM,mean_reversion,long,6,4.0,0.0,0.0,43,0.040413533834586464,0.3578900325406087,0.0002875714613741476,-0.00018048719591245987,0.03823529411764706,2,0.46511627906976744,1.622701373119404,0.20091147284384225,-0.059525915019229214,-0.00018048719591245987,0.03823529411764706,0.6160937914555586,0.0015106115166552136,0.04716981132075472,0.06981269729519979,0.0004591773889561779,0.061224489795918366,-0.1352980112123308,"atr_floor=0.0045,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
43,XLM,mean_reversion,long,6,4.0,0.0,0.0,44,0.041353383458646614,0.31095091683060216,0.00025449926345921803,-0.00018048719591245987,0.03823529411764706,2,0.45454545454545453,1.5472202150443262,0.20091147284384225,-0.059525915019229214,-0.00018048719591245987,0.03823529411764706,0.5602291693893477,0.0012717586112209744,0.045714285714285714,0.06981269729519979,0.0004591773889561779,0.061224489795918366,-0.14454412888415016,"atr_floor=0.0025,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
44,DOGE,mean_reversion,long,12,4.0,0.0,0.0,56,0.056112224448897796,0.5559096180613812,0.0004430443456189259,-0.00020473352393501898,0.05572755417956656,2,0.5535714285714286,1.4894457091328825,0.2671813126309365,0.12022655212329592,0.00031806441919557393,0.0784313725490196,0.3087233228173927,0.0008333256586030569,0.05572755417956656,-0.014634186900579271,-0.00020473352393501898,0.06944444444444445,-0.14779418678777292,"atr_floor=0.0025,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
45,DOGE,mean_reversion,long,12,4.0,0.0,0.0,56,0.056112224448897796,0.5559096180613812,0.0004430443456189259,-0.00020473352393501898,0.05572755417956656,2,0.5535714285714286,1.4894457091328825,0.2671813126309365,0.12022655212329592,0.00031806441919557393,0.0784313725490196,0.3087233228173927,0.0008333256586030569,0.05572755417956656,-0.014634186900579271,-0.00020473352393501898,0.06944444444444445,-0.14779418678777292,"atr_floor=0.0045,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
46,BTC,vwap_reclaim,long,12,4.0,0.0,0.0,154,0.1435228331780056,0.36336312339556054,0.0002889089508042453,-0.0003990553409370934,0.1532033426183844,2,0.564935064935065,1.2353918738604504,0.206268251837195,0.5127010593268337,0.0011535808349003585,0.1532033426183844,0.0261523154978327,7.483234003480277e-05,0.17681159420289855,-0.0535911620703059,-0.0003990553409370934,0.15942028985507245,-0.1746609742402529,"atr_ceiling=0.018,atr_floor=0.0025,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
47,TRX,wick_reversal,long,6,4.0,0.0,0.0,54,0.049723756906077346,-0.02146325438770924,-1.9978566401124276e-05,-0.00021728523413822032,0.024,2,0.5,0.9948442442090446,0.15016039513059598,-0.058418668683201114,-0.00021728523413822032,0.09386281588447654,0.0386518850534161,0.00012684285291841846,0.06354515050167224,1.1048382865253004e-05,8.838657850063214e-08,0.024,-0.17534345508580862,"atr_ceiling=0.02,atr_floor=0.0035,band_pad=0.998,bb_width=0.006,roc_limit=0.035,rsi_fast=32,volume_mult=1.0,wick_atr=0.6,wick_body=1.6"
48,XLM,mean_reversion,long,6,4.0,0.0,0.0,49,0.0457089552238806,0.25687110832789384,0.00021329269256287198,-0.00015968733269700053,0.047058823529411764,2,0.4489795918367347,1.440915680250656,0.23499397167194136,-0.05285021327752215,-0.00015968733269700053,0.047058823529411764,0.4465387474298248,0.0011615975037644333,0.05345911949685535,0.06981269729519979,0.0004591773889561779,0.061224489795918366,-0.18370436650997976,"atr_floor=0.0045,band_pad=0.998,bb_width=0.012,rsi_long=42,rsi_short=58,volume_mult=0.6"
49,OP,mean_reversion,long,12,4.0,0.0,0.0,77,0.0717614165890028,0.49671446162165456,0.0003759069324622555,-2.9050921333650948e-05,0.056338028169014086,2,0.5844155844155844,1.3789985893214012,0.358533363364856,0.5652882388687299,0.0012629658429468282,0.07605633802816901,-0.009109428595045155,-2.9050921333650948e-05,0.08253968253968254,0.043229628581636925,0.00029808183600144034,0.056338028169014086,-0.2134974922755421,"atr_floor=0.0045,band_pad=0.998,bb_width=0.012,rsi_long=42,rsi_short=58,volume_mult=0.6"
50,BTC,vwap_reclaim,long,12,4.0,0.0,0.0,206,0.19127205199628597,0.465721758522361,0.00035507489890096444,-0.0005066389877473876,0.18115942028985507,2,0.5242718446601942,1.2313007901671609,0.24179052826595282,0.5326573439735085,0.0011901311962387862,0.1894150417827298,0.2614245051286739,0.000648930134471426,0.23743016759776536,-0.06754454442445024,-0.0005066389877473876,0.18115942028985507,-0.2378363002237295,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
51,BTC,vwap_reclaim,long,6,4.0,0.0,0.0,206,0.19127205199628597,-0.12048195149171059,-0.00011919548960548365,-0.00024114129027663633,0.18115942028985507,2,0.470873786407767,0.9707175005362946,0.20860310713885932,0.11264129459448102,0.0002973610090686307,0.1894150417827298,-0.0827167734283677,-0.00024114129027663633,0.23743016759776536,0.006580939420511411,4.753286571124171e-05,0.18115942028985507,-0.24343051035974403,"atr_ceiling=0.018,atr_floor=0.0015,macro_pullback=0.045,range_mult=0.8,rsi_reset=38,volume_mult=1.0,vwap_pad=0.0008"
52,XRP,mean_reversion,long,12,4.0,0.0,0.0,50,0.04995004995004995,0.8490888969526529,0.0006142675357725391,-0.0006261543163038619,0.050156739811912224,2,0.52,1.9441264608962139,0.2700392288850616,0.4783282051092963,0.001226180167398061,0.050156739811912224,0.6523667742443078,0.0014781757462485334,0.06470588235294118,-0.036883622876860755,-0.0006261543163038619,0.11666666666666667,-0.27163992514594576,"atr_floor=0.0025,band_pad=0.998,bb_width=0.022,rsi_long=42,rsi_short=58,volume_mult=0.6"
