rank,scope,template,side,regime,hold,leverage,tp,sl,trades,trades_per_day,total_profit,daily,min_slice_daily,min_slice_trades_per_day,positive_slices,winrate,pf,max_dd,p2024,d2024,tpd2024,p2025,d2025,tpd2025,p2026,d2026,tpd2026,robust_score,params
1,LINK,panic_snapback,long,market_contra,40,4.0,0.0,0.0,102,0.10139165009940358,7.470013451129038,0.0021260461986141177,0.0007189758140164759,0.0935672514619883,3,0.6176470588235294,2.3181137794472204,0.5386879656806938,1.681086698255272,0.002821751372052317,0.10571428571428572,0.2786455790735265,0.0007189758140164759,0.0935672514619883,0.5661887811459427,0.009198067873026572,0.20408163265306123,0.7211533107179962,"atr_ceiling=0.055,atr_floor=0.001,range_mult=0.85,rsi_fast=28,shock=0.007,volume_z=0.8,wick_body=1.4"
2,LINK,panic_snapback,long,market_contra,40,4.0,0.0,0.0,98,0.09741550695825049,7.040341424126444,0.002074187468991795,0.0006518869974958541,0.09064327485380116,3,0.6224489795918368,2.298322118606869,0.549144892345835,1.6041082840501888,0.002738286009989599,0.09714285714285714,0.2496615030981224,0.0006518869974958541,0.09064327485380116,0.5661887811459427,0.009198067873026572,0.20408163265306123,0.6494870508009001,"atr_ceiling=0.055,atr_floor=0.002,range_mult=0.85,rsi_fast=28,shock=0.007,volume_z=0.8,wick_body=1.4"
3,XRP,panic_snapback,long,market_contra,40,4.0,0.0,0.0,273,0.25514018691588786,4.014899996712006,0.001508064473613402,0.00032512986086130624,0.15315315315315314,3,0.5824175824175825,1.449421759743171,0.5278075398608915,1.3879501160457441,0.002434341745967128,0.3268156424581006,0.12123091178373135,0.00032512986086130624,0.29545454545454547,0.2816677758198667,0.002238196342771781,0.15315315315315314,0.3407761767624757,"atr_ceiling=0.03,atr_floor=0.002,range_mult=0.85,rsi_fast=28,shock=0.004,volume_z=0.8,wick_body=1.4"
4,XRP,panic_snapback,long,market_contra,40,4.0,0.0,0.0,273,0.25514018691588786,4.014899996712006,0.001508064473613402,0.00032512986086130624,0.15315315315315314,3,0.5824175824175825,1.449421759743171,0.5278075398608915,1.3879501160457441,0.002434341745967128,0.3268156424581006,0.12123091178373135,0.00032512986086130624,0.29545454545454547,0.2816677758198667,0.002238196342771781,0.15315315315315314,0.3407761767624757,"atr_ceiling=0.055,atr_floor=0.002,range_mult=0.85,rsi_fast=28,shock=0.004,volume_z=0.8,wick_body=1.4"
5,XRP,panic_snapback,long,market_contra,40,4.0,0.0,0.0,325,0.30009233610341646,3.250828321875116,0.0013371016776926314,0.00012445254541249007,0.1773049645390071,3,0.5661538461538461,1.3718091681787365,0.5175041114565812,1.2559305975753112,0.0022624515165896586,0.375,0.0451682786486165,0.00012445254541249007,0.3380281690140845,0.2854523798283337,0.0017825137635789634,0.1773049645390071,0.19322875053351146,"atr_ceiling=0.03,atr_floor=0.001,range_mult=0.85,rsi_fast=28,shock=0.004,volume_z=0.8,wick_body=1.4"
6,XRP,panic_snapback,long,market_contra,40,4.0,0.0,0.0,325,0.30009233610341646,3.250828321875116,0.0013371016776926314,0.00012445254541249007,0.1773049645390071,3,0.5661538461538461,1.3718091681787365,0.5175041114565812,1.2559305975753112,0.0022624515165896586,0.375,0.0451682786486165,0.00012445254541249007,0.3380281690140845,0.2854523798283337,0.0017825137635789634,0.1773049645390071,0.19322875053351146,"atr_ceiling=0.055,atr_floor=0.001,range_mult=0.85,rsi_fast=28,shock=0.004,volume_z=0.8,wick_body=1.4"
7,SOL,panic_snapback,long,market_contra,40,4.0,0.0,0.0,112,0.1095890410958904,1.5377077158546943,0.0009116297629452319,-4.844744224330455e-05,0.044444444444444446,2,0.5267857142857143,1.5815034940084096,0.4642620823754413,-0.015145450302584185,-4.844744224330455e-05,0.12698412698412698,0.11166469040968585,0.00031699218636460635,0.10778443113772455,0.17734147350877194,0.0036345648060789326,0.044444444444444446,-0.2101575000769121,"atr_ceiling=0.055,atr_floor=0.002,range_mult=0.85,rsi_fast=28,shock=0.007,volume_z=0.8,wick_body=1.4"
8,SOL,panic_snapback,long,market_contra,40,4.0,0.0,0.0,116,0.11143131604226705,1.4391948140498259,0.0008569164058869205,-4.844744224330455e-05,0.046153846153846156,2,0.5258620689655172,1.5558372202196344,0.45797393942588127,-0.015145450302584185,-4.844744224330455e-05,0.12698412698412698,0.12471268693057724,0.00035194099947277735,0.11077844311377245,0.1376140354835098,0.001985555036557729,0.046153846153846156,-0.21699113664380287,"atr_ceiling=0.055,atr_floor=0.001,range_mult=0.85,rsi_fast=28,shock=0.007,volume_z=0.8,wick_body=1.4"
9,SOL,panic_snapback,long,market_contra,40,4.0,0.0,0.0,111,0.1086105675146771,0.7723970845671202,0.0005601694737644713,-4.844744224330455e-05,0.044444444444444446,2,0.5225225225225225,1.4210148942327643,0.4642620823754411,-0.015145450302584185,-4.844744224330455e-05,0.12698412698412698,0.11166469040968585,0.00031699218636460635,0.10778443113772455,0.17734147350877194,0.0036345648060789326,0.044444444444444446,-0.30858105815124304,"atr_ceiling=0.03,atr_floor=0.002,range_mult=0.85,rsi_fast=28,shock=0.007,volume_z=0.8,wick_body=1.4"
10,SOL,panic_snapback,long,market_contra,40,4.0,0.0,0.0,115,0.11047070124879924,0.7035932665149709,0.0005118886134682921,-4.844744224330455e-05,0.046153846153846156,2,0.5217391304347826,1.3985399906362577,0.45797393942588116,-0.015145450302584185,-4.844744224330455e-05,0.12698412698412698,0.12471268693057724,0.00035194099947277735,0.11077844311377245,0.1376140354835098,0.001985555036557729,0.046153846153846156,-0.31361332774292083,"atr_ceiling=0.03,atr_floor=0.001,range_mult=0.85,rsi_fast=28,shock=0.007,volume_z=0.8,wick_body=1.4"
