date,profit,exit_reason,raw_profit,pair,candidate_id,template,side,regime,hold
2024-04-08 07:40:00+00:00,-0.012832313102370374,fixed_hold,-0.10265850481896299,SOL,5min:SOL:panic_snapback:short:market_contra:h24:#2,panic_snapback,short,market_contra,24
2024-04-08 07:55:00+00:00,-0.008418027691284136,fixed_hold,-0.06734422153027309,SOL,5min:SOL:panic_snapback:short:market_contra:h24:#2,panic_snapback,short,market_contra,24
2024-04-08 09:00:00+00:00,0.0015638678249840225,fixed_hold,0.01251094259987218,SOL,5min:SOL:panic_snapback:short:market_contra:h24:#2,panic_snapback,short,market_contra,24
2024-04-09 06:45:00+00:00,-0.006164652567975881,fixed_hold,-0.04931722054380705,XTZ,5min:XTZ:panic_snapback:long:market_contra:h24:#1,panic_snapback,long,market_contra,24
2024-04-09 14:35:00+00:00,0.005185358255451689,fixed_hold,0.04148286604361351,AAVE,5min:AAVE:panic_snapback:long:market_contra:h24:#6,panic_snapback,long,market_contra,24
2024-04-09 15:15:00+00:00,0.0018382696804364889,fixed_hold,0.01470615744349191,XTZ,5min:XTZ:panic_snapback:long:market_contra:h24:#1,panic_snapback,long,market_contra,24
2024-04-10 22:30:00+00:00,0.007646238303542996,fixed_hold,0.06116990642834397,SOL,5min:SOL:panic_snapback:short:market_contra:h24:#2,panic_snapback,short,market_contra,24
2024-04-13 17:20:00+00:00,-0.0019634146341462873,fixed_hold,-0.015707317073170298,XTZ,5min:XTZ:panic_snapback:long:market_contra:h24:#1,panic_snapback,long,market_contra,24
2024-04-13 17:20:00+00:00,-0.0036145717463849088,fixed_hold,-0.02891657397107927,AAVE,5min:AAVE:panic_snapback:long:market_contra:h24:#6,panic_snapback,long,market_contra,24
2024-04-13 17:30:00+00:00,-0.0014775171065493638,fixed_hold,-0.01182013685239491,XTZ,5min:XTZ:panic_snapback:long:market_contra:h24:#1,panic_snapback,long,market_contra,24
2024-04-13 17:30:00+00:00,-0.004669586545199722,fixed_hold,-0.037356692361597776,LINK,5min:LINK:panic_snapback:long:market_contra:h24:#5,panic_snapback,long,market_contra,24
2024-04-13 17:30:00+00:00,-0.005884103019538178,fixed_hold,-0.047072824156305426,AAVE,5min:AAVE:panic_snapback:long:market_contra:h24:#6,panic_snapback,long,market_contra,24
